tikhonov_root,lemmas,decision,root
орок,орокский,new_root,орок
ороч,орочский,new_root,ороч
орочон,орочоны,new_root,орочон
ортодокс,ортодоксальный,new_root,ортодокс
ортопед,ортопед; ортопедия; протезно-ортопедический,new_root,ортопед
орфо,орфография; орфограмма; орфоэпический,new_root,орфо
орхиде,орхидея,new_root,орхиде
осел,осел,mapped,осёл
осетин,осетин; осетинский,new_root,осетин
осклабл,осклабленный; осклаблять; осклабляться,new_root,осклабл
осм,осмиевый; осмий; осмогласие,new_root,осм
осман,османский; османка,new_root,осман
осмос,осмос; экзосмос; эндосмос,new_root,осмос
осмот,осмотический,new_root,осмот
осташ,осташи,new_root,осташ
осте,остеографический; остеография; остеолог; остеологический; остеология; остеомиелит; остеопластика; остеосаркома; остеосклероз; остеофит,new_root,осте
осто,осточертеть,new_root,осто
остолоп,остолоп,new_root,остолоп
остяк,остяк,new_root,остяк
остяц,остяцкий,new_root,остяц
остяч,остячка,new_root,остяч
осцилл,осциллограф; осцилляция; осциллограмма; осциллографический; осциллометрия,new_root,осцилл
ось,полуось,mapped,ос-2
от,от,new_root,от
отар,отара,new_root,отар
отель,отель; отельный,new_root,отель
отличн,преотличный,mapped,лич
отлы,отлынуть,mapped,лын
отнош,правоотношение; взаимоотношение,mapped,нош
оточ,трещоточный; чесоточный,lemma_level_conflict,
отрож,отрожек,mapped,рог
отчет,отчет; отчетность; отчетный; отчетливость; подотчетный; отчетистый; отчетно-перевыборный; подотчет; политотчет,new_root,отчет
отшельник,рак-отшельник,new_root,отшельник
отъ,отъезд; отъехать; отъезжать; отъезжающий; отъесться; предотъездный; отъедаться; отъединить; отъедать; отъеденный; отъединенный; отъединиться; отъездить; отъездиться; отъесть; отъюлить,mapped,езд
отъем,отъем; отъемка; отъемный; отъемыш,mapped,ем
отъемл,неотъемлемый,mapped,ем
отъя,отъятый,mapped,ня
офис,офис,new_root,офис
офит,офит,new_root,офит
офицер,офицер; офицерский; унтер-офицер; унтер-офицерский; зауряд-офицер; офицерша; флаг-офицер; штаб-офицер,new_root,офицер
офици,официоз; официозный,new_root,офици
официаль,официальщина,new_root,официаль
официальн,неофициальный; полуофициальный; официальничать,new_root,официальн
официант,официант; официантка; официантский,new_root,официант
офорт,офортист,new_root,офорт
офсет,офсет; офсетный; офсетчик,new_root,офсет
офтальм,офтальмолог; офтальмия; офтальмологический; офтальмология; офтальмометр; офтальмометрический; офтальмометрия; офтальмоневрология; экзофтальм,new_root,офтальм
охламон,охламон,new_root,охламон
охт,охтинский,new_root,охт
очевидн,очевидность,mapped,вид
очь,узорочье,mapped,зор
ошн,вечерошний,mapped,вечёр
ощ,отягощать; отягощенный,mapped,тяж
оят,рукоятка,new_root,оят
оять,рукоять,new_root,оять
павиан,павиан,new_root,павиан
павильон,павильон; павильончик; кинопавильон; павильонный,new_root,павильон
пади,падишах; падишахский,new_root,пади
паж,камер-паж; пажеский,mapped,паж
пазанк,пазанка,new_root,пазанк
пазанок,пазанок,new_root,пазанок
пак,автомат-упаковщик; пак; паковый,mapped,пак
пакгауз,пакгауз; пакгаузный,new_root,пакгауз
пакистан,пакистанский; пакистанец; пакистанка,new_root,пакистан
пакощ,запакощенный; испакощенный; напакощенный; перепакощенный,mapped,пакост
пакт,пакт,new_root,пакт
паланкин,паланкин,new_root,паланкин
палатал,депалатализация; палатализировать; палатализироваться; палатализованный; палатализовать; палатализоваться,new_root,палатал
палатальн,палатальный,new_root,палатальн
палатк,плащ-палатка,mapped,палат
палаш,палаш,new_root,палаш
пале,палеонтолог; палеолит; палеозойский; палеоазиатский; палеоазиаты; палеоантрополог; палеоантропологический; палеоантропология; палеоботанический; палеоген; палеогеновый; палеогеограф; палеогеографический; палеограф; палеографический; палеография; палеозавр; палеозой; палеозоолог; палеозоологический; палеоклиматология; палеолитический; палеология; палеомагнетизм; палеопитек; палеотропический; палеоцен; палеоэкология; палея; фитопалеонтология,new_root,пале
палев,палевый; палево-дымчатый,new_root,палев
палех,палехский,new_root,палех
палеш,палешанин,new_root,палеш
палисад,палисадник,new_root,палисад
палисандр,палисандровый,new_root,палисандр
палитр,палитра,new_root,палитр
паллад,палладиевый,new_root,паллад
палладиум,палладиум,new_root,палладиум
паллиатив,паллиатив; паллиативный,new_root,паллиатив
палом,паломник; паломница; паломничать,new_root,палом
палтус,палтус; палтусовый,new_root,палтус
палубл,опалубленный; палубленный,mapped,луб
пальм,пальма; пальмовый; пальметта; пальметтный; пальмитин; пальмообразный,new_root,пальм
пальмир,пальмира,new_root,пальмир
пальп,пальпация; пальпировать,new_root,пальп
пампас,пампасный; пампасовый,new_root,пампас
пампуш,пампушечка; пампуши,new_root,пампуш
памфлет,памфлетистка; памфлетный,new_root,памфлет
пан,горлопан; пантюркизм; панхроматический; панщина; паныч; панэллинизм,lemma_level_conflict,
панель,крупнопанельный; каркасно-панельный; стеклопанель,new_root,панель
панибрат,запанибрата; запанибратский,new_root,панибрат
панорам,кинопанорама,new_root,панорам
пансион,автопансионат,new_root,пансион
пант,панты,new_root,пант
панцир,панцирный; беспанцирный; панцирнощекие; тонкопанцирный,new_root,панцир
панцирь,панцирь,new_root,панцирь
папавер,папаверин,new_root,папавер
папай,папайя,new_root,папай
папах,папаха,new_root,папах
папир,папирология,new_root,папир
папирос,папироса; папироска; папиросник; папиросница; папиросонабивной,new_root,папирос
папирус,папирус,new_root,папирус
паприк,паприка,new_root,паприк
папуас,папуаска; папуасский,new_root,папуас
папул,папула,new_root,папул
пара,парамагнитный; парагелий; парагенезис; парагормон; парагрипп; парагриппозный; параиммунитет; паракоклюш; паралингвистика; парамагнетизм; парамагнетик; паранефрит; парапитек; паратаксис; паратактический; паратифозный; паратуберкулез; паратуберкулезный,new_root,пара
парабол,парабола; параболоид,new_root,парабол
парагва,парагваец,new_root,парагва
парагвай,парагвайский,new_root,парагвай
параграф,параграф,new_root,параграф
парад,парадный; парадное; марш-парад; парадирование; парадировать; парадомания; плац-парад,new_root,парад
парадигм,парадигматика; парадигматический,new_root,парадигм
парадиз,парадиз,new_root,парадиз
парадокс,парадокс; парадоксальный,new_root,парадокс
паразит,паразит; паразитировать; паразитический; кровепаразит; паразитарный; паразитизм; паразитка; паразитный; паразитолог; паразитологический; паразитология; паразитоценоз; паразитство; полупаразит; эктопаразит; эндопаразит,new_root,паразит
парализ,парализовать; парализация; парализованный; парализоваться,new_root,парализ
паралит,паралитик; паралитический,new_root,паралит
паралич,паралич,new_root,паралич
параллакс,параллакс,new_root,параллакс
параллакт,параллактический,new_root,параллакт
параллел,параллелизм; параллелепипед; параллелограмм,new_root,параллел
параллель,параллельный; параллельно-плоский; параллельно-последовательный; плоскопараллельный; попутно-параллельный; прямолинейно-параллельный,new_root,параллель
параметр,параметр; параметрический; параметризованный,new_root,параметр
парано,параноик; параноический,new_root,парано
параной,паранойя,new_root,параной
парапет,парапет; парапетный,new_root,парапет
параф,парафирование; парафировать; парафироваться,new_root,параф
парафин,парафиновый; водогрязеторфопарафинолечение; депарафинизация; парафинирование; парафинированный; парафинировать; парафинистый; парафинолечение,new_root,парафин
парафраз,парафраз; парафразированный; парафразировать; парафразироваться,new_root,парафраз
парафраст,парафрастический,new_root,парафраст
параш,параша,new_root,параш
парашют,парашютист; парашютный; парашютно-десантный; парашютизм; парашютирование; парашютировать; парашютно-посадочный; спарашютировать,new_root,парашют
пардон,пардон,new_root,пардон
пардонн,беспардонный,new_root,пардонн
парез,парез; гемипарез,new_root,парез
пареми,паремия,new_root,пареми
париж,парижанин; парижанка,new_root,париж
парик,парик; париковый,new_root,парик
парикмахер,парикмахерская; парикмахер; парикмахерша,new_root,парикмахер
паритет,паритет; паритетный,new_root,паритет
парич,паричок,new_root,парич
парк,парк; зоопарк; парковый; автопарк; лесопарк; садово-парковый; лесопарковый; таксопарк; авиапарк; запарковать,new_root,парк
паркет,паркет; паркетный; паркетина; паркетник; паркетчик,new_root,паркет
паркинг,паркинг,new_root,паркинг
паркинсон,паркинсонизм,new_root,паркинсон
парков,припарковываться,new_root,парков
паркова,припарковать; парковать; припаркованный,new_root,паркова
парламент,парламентский; парламентарий; межпарламентский; парламентарный; парламентерский; парламентерство; предпарламент,new_root,парламент
парод,пародировать; пародист; пародирование; пародированный,new_root,парод
пародий,пародийный,new_root,пародий
пароль,пароль,new_root,пароль
парт,парта; партком; парторг; парторганизация; партконференция; партактив; партаппаратчик; партвзыскание; партгрупорг; партдокумент; партколлегия; партколлектив; парткомиссия; парткомовский; партмаксимум; партпоручение; партпросвещение; партсъезд; партучеба; партучет; совпартшкола,new_root,парт
партер,партерный,new_root,партер
парти,партия; компартия; партиец,new_root,парти
партизан,партизан; партизанить; партизанка; партизанство; партизанствовать,new_root,партизан
партий,партийность; внутрипартийный; многопартийный; партийно-политический; межпартийный; однопартийный; беспартийность; внепартийный; двухпартийный; непартийный; общепартийный; партийно-административный; партийно-организационный; партийно-советский; по-партийному,new_root,партий
партикуляр,партикулярный; партикуляризация,new_root,партикуляр
партитур,партитура,new_root,партитур
партнер,партнер,new_root,партнер
парф,парфянин; парфянский,new_root,парф
парфорс,парфорсный,new_root,парфорс
парфюмер,парфюмерный; парфюмер; парфюмерно-косметический,new_root,парфюмер
парцелл,парцеллировать; парцеллярный,new_root,парцелл
парцелль,парцелльный,new_root,парцелль
пасквил,пасквилянт; пасквилянтский,new_root,пасквил
пасквиль,пасквиль; пасквильный,new_root,пасквиль
паслен,паслен,mapped,паслён
паспорт,паспорт; паспортный; загранпаспорт; паспортизация; паспортистка; беспаспортный; паспортизованный; паспортист,new_root,паспорт
пасс,пасс; пассировать; пассировка,new_root,пасс
пассажир,пассажир; пассажирский; автопассажир; автопассажирский; грузопассажирский; пассажиро-километр; пассажировместимость; товаропассажирский,new_root,пассажир
пассакаль,пассакалья,new_root,пассакаль
пассатиж,пассатижи,new_root,пассатиж
пассе,пассеист,new_root,пассе
пассер,пассеровать; пассерование; пассеровка; спассерованный,new_root,пассер
пасси,пассия,new_root,пасси
пассив,пассивность; пассиватор; пассивирование; пассивировать,new_root,пассив
паст,паста; архипастырь; архипастырский; пастообразный; томат-паста,new_root,паст
пастель,пастель,new_root,пастель
пастер,пастеризатор; пастеризационный; пастеризация; пастеризованный; пастеризоваться; пастеровский,new_root,пастер
пастил,пастила; пастилаж; пастилочный,new_root,пастил
пастор,пастор; пасторат; пасторский; пасторство; пасторша,new_root,пастор
пастораль,пасторальный,new_root,пастораль
пасх,пасха,new_root,пасх
пасьянс,пасьянс; пасьянсный,new_root,пасьянс
пат,патология; патологический; апатия; психопат; антипатия; пат; патогенез; патологоанатом; телепатия; гомеопатия; патопсихология; психопатия; психопатический; телепатический; апатичный; психопатология; энцефалопатия; психопатка; антипатичный; зоопатология; логопатический; логопатия; невропатология; нефропатия; патовать; патогенетический; патолог; патолого-анатомический; патофизиолог; патофизиологический; патофизиология; психопатолог; психопатологический; сексопатология; фитопатолог; фитопатология,new_root,пат
патент,патент; патентный; запатентовать; патентованный; патентование; беспатентный; запатентованный; запатентовывать; патентика; патентно-лицензионный; патентовать; патентоведение; патентообладатель; патентоспособный,new_root,патент
патер,патер,new_root,патер
патетич,патетический; патетичный,new_root,патетич
патефон,патефон; патефонный,new_root,патефон
патин,патина; патинирование; патинированный; патинировать; патинироваться,new_root,патин
пато,гистопатологический,new_root,пат
патолог,иммунопатология,new_root,пат
патр,патролог; патрология; патронимический; патронимия,new_root,патр
патри,репатриация; репатриантка; репатриированный; репатриировать; экспатриант; экспатриация; экспатриированный; экспатриировать; экспатриироваться,new_root,патри
патриарх,патриархия; патриархат; патриархально-родовой; патриархальность; патриархальщина,new_root,патриарх
патриарш,патриаршеский,new_root,патриарш
патримони,патримониальный; патримониум,new_root,патримони
патримоний,патримоний,new_root,патримоний
патриот,патриот; патриотизм; военно-патриотический; патриотка; антипатриотический; компатриот; компатриотка; патриотичность; социал-патриот; социал-патриотический; ура-патриот; ура-патриотизм,new_root,патриот
патрици,патрицианка; патрицианский; патрициат,new_root,патрици
патриций,патриций,new_root,патриций
патрон,патронник; патронташ; патронат; беспатронный; патронесса; патронша; распатроненный; распатронивать; фаустпатрон,new_root,патрон
патрул,патрулирование; патрулировать; патрулироваться,new_root,патрул
патруль,патрульно-постовой; автопатруль; дорожно-патрульный; мотопатруль,new_root,патруль
пауз,пауза; паузник,mapped,пауз
паупер,паупер; пауперизация,new_root,паупер
пафос,пафос,new_root,пафос
пахлав,пахлава,new_root,пахлав
пацан,пацан,new_root,пацан
пациент,пациент,new_root,пациент
пациф,пацифистский; пацифизм; пацифистка; социал-пацифизм; социал-пацифист; социал-пацифистский,new_root,пациф
пачул,пачулевый; пачули,new_root,пачул
паша,пашалык,new_root,паша
пашн,врукопашную,new_root,пашн
паштет,паштет; паштетный,new_root,паштет
пашь,роспашь,mapped,паш-1
паяс,паясничество,new_root,паяс
паяц,паяц,new_root,паяц
пеан,пеан,new_root,пеан
пед,пединститут; педсовет; мопед; логопед; педология; гипнопедический; логопедический; логопедия; педвуз; педколлектив; педогенез; педолог; педометр; педпрактика; педфак,lemma_level_conflict,
педагог,педагог; педагогический; педагогика; антипедагогический; музыкально-педагогический; общественно-педагогический; организационно-педагогический; педагогичный; сурдопедагог; тифлопедагогика,new_root,педагог
педал,педализация; педализированный; педализировать,new_root,педал
педаль,педаль; педальный,new_root,педаль
педант,педантичный; педант; педантизм; педантичность; педантический; педантка; педантский,new_root,педант
педераст,педерастический; педерастия,new_root,педераст
педиатр,педиатр; педиатрия,new_root,педиатр
педикюр,педикюрша,new_root,педикюр
пезн,помпезность,new_root,пезн
пей,фармакопейный,new_root,пей
пейзаж,пейзаж,new_root,пейзаж
пейзан,пейзан; пейзанин; пейзанка; пейзанский,new_root,пейзан
пекин,пекинец,new_root,пекин
пеклев,пеклевка,mapped,пеклев
пект,амилопектин; пектиновый,new_root,пект
пел,сапропелевый; сапропелит,new_root,пел
пеле,спеленутый,mapped,пелен
пеленг,пеленг; запеленговать; запеленгованный; крюйс-пеленг; пеленгация; пеленгирование; пеленгированный; пеленгование; пеленгованный; пеленговать; радиопеленг; радиопеленгация; радиопеленгование; теплопеленгатор; шумопеленгатор,new_root,пеленг
пелерин,пелерина,new_root,пелерин
пелик,пеликозавр,new_root,пелик
пеликан,пеликан,new_root,пеликан
пелит,пелитовый; пелиты,new_root,пелит
пель,дупель; сапропель,lemma_level_conflict,
пельмен,пельменный; пельменоделательный,mapped,пельмен
пемз,пемза; пемзованный; пемзовать; пемзовый,new_root,пемз
пенал,пенал,new_root,пенал
пенат,пенаты,new_root,пенат
пендель,пендель,new_root,пендель
пендинк,пендинка,new_root,пендинк
пендр,выпендриваться,new_root,пендр
пенз,пензенский,new_root,пенз
пеницилл,пенициллин; пеницилл; пенициллинотерапия; пенициллиночувствительный,new_root,пеницилл
пенс,пенс,new_root,пенс
пенси,пенсия; пенсионер; пенсионерский,new_root,пенси
пента,пентахорд,new_root,пента
пентагон,пентагональный,new_root,пентагон
пенчинг,пенчингбол,new_root,пенчинг
пеньюар,пеньюар,new_root,пеньюар
пепель,пепельно-серый; пепельноволосый,mapped,пепел
пепл,пеплообразный,mapped,пепел
пепс,пепсин; пепсинный; пепсиновый; пепсиноген,new_root,пепс
пепси,пепси-кола,new_root,пепси
перг,перга,new_root,перг
пергамен,пергамен; пергаменный,new_root,пергамен
пергамент,пергамент,new_root,пергамент
пергамин,пергамин; пергаминный,new_root,пергамин
перепонч,перепончатокрылый,new_root,перепонч
пери,перископ; перикард; периаденит; периартрит; перикардит; перименингит; перисперм; перифраз; перифразированный; перифрастический; перицентр,new_root,пери
перилл,перилла,new_root,перилл
период,период; периодический; периодика; периодизация; долгопериодический; квазипериодический; периодичный; периодограмма; фотопериодизм,new_root,период
перистальтик,антиперистальтика,new_root,перистальтик
перистальтич,перистальтический,new_root,перистальтич
перифери,периферия,new_root,перифери
периферий,периферийный,new_root,периферий
перкал,перкалевый,new_root,перкал
перкаль,перкаль,new_root,перкаль
перкусси,перкуссионный; перкуссия,new_root,перкусси
перламутр,перламутровый; перламутровка,new_root,перламутр
перлон,перлоновый,new_root,перлон
перлюстр,перлюстрационный; перлюстрировать; перлюстрироваться,new_root,перлюстр
перм,пермяцкий; пермячка,new_root,перм
перманент,перманентный; перманент,new_root,перманент
пермяк,коми-пермяк,new_root,пермяк
пермяц,коми-пермяцкий,new_root,пермяц
пермяч,коми-пермячка,new_root,пермяч
перпендикуляр,перпендикулярный; перпендикуляр,new_root,перпендикуляр
перрон,перрон; перронный,new_root,перрон
перси,персиянин; персиянка,new_root,перси
персик,персиковый,new_root,персик
персон,персонаж; персонал; персонифицировать; персоналия; персонификация; адмтехперсонал; деперсонализация; имперсональный; персонализированный; персонализм; персоналист; персонифицированный; персонифицироваться; техперсонал,new_root,персон
персонал,медперсонал; ветперсонал,new_root,персонал
перспектив,перспективный; бесперспективный; неперспективный; малоперспективный,new_root,перспектив
перстен,перстенек,mapped,перст
персть,персть,new_root,персть
пертурб,пертурбация; пертурбационный,new_root,пертурб
перу,перуанский; перуанка; перуанец,new_root,перу
перф,перфокарта; перфолента,new_root,перф
перфект,имперфект; перфект,new_root,перфект
перфор,перфорация; перфоратор; перфораторный; перфорационный; перфорирование; перфорировать; перфорироваться,new_root,перфор
перцип,перципировать; перципироваться,new_root,перцип
перш,перш,mapped,перш
першерон,першерон; першеронский,new_root,першерон
пес,пес; песик,new_root,пес
песет,песета,new_root,песет
песк,пескодувный; пескожил; песколовка; песколюб; пескомет; пескомойка; песконасос; пескоподача; пескоразбрасыватель; пескорой; пескоройка; пескоструйный,mapped,пес-1
пессим,пессимистический; пессимист; пессимистичный; пессимистка,new_root,пессим
пестицид,пестицид,new_root,пестицид
песь,суглиносупесь,mapped,пес-1
петит,петит,new_root,петит
петици,петиция; петиционный,new_root,петици
петлюр,петлюровец; петлюровский; петлюровщина,new_root,петлюр
петр,петроградский; допетровский; петроградец; петрограф; петрография,lemma_level_conflict,
пехлевий,пехлевийский,new_root,пехлевий
печен,печенка; печеночник; печеночница; печеночно-желудочный,new_root,печен
печенеж,печенежский,new_root,печенеж
печорин,печоринский,new_root,печорин
пиан,пианист; пианистка; пианистический; пиан; пианизм; пианола,new_root,пиан
пиастр,пиастр,new_root,пиастр
пигалиц,пигалица,new_root,пигалиц
пигм,пигмоид,new_root,пигм
пигмей,пигмей,new_root,пигмей
пигмент,пигмент; пигментный; пигментация; депигментация,new_root,пигмент
пигус,пигус,new_root,пигус
пиджач,пиджачок; пиджачный; пиджачник,new_root,пиджач
пижам,пижама,new_root,пижам
пижм,пижма,new_root,пижм
пий,кровопийца; кровопийство,new_root,пий
пик,пик; пика; пикировать; пикирующий; спикировать; ахтерпик; пик-трансформатор; пикадор; пикирование; пикироваться; пикировщик; пиковка; распикированный; распикировать,lemma_level_conflict,
пикантн,пикантный,new_root,пикантн
пикап,пикап,new_root,пикап
пике,пикейный; пике,new_root,пике
пикет,пикетчик; пикетировать,new_root,пикет
пикник,пикник,new_root,пикник
пикнич,пикнический; пикничок,new_root,пикнич
пикр,хлорпикрин,new_root,пикр
пикт,пиктограмма; пиктографический; пиктография,new_root,пикт
пилав,пилав,new_root,пилав
пилика,запиликать,new_root,пилика
пилон,пилон,new_root,пилон
пилот,пилот; автопилот; пилотаж; пилотирование; пилотажный; пилотированный; пилотироваться,new_root,пилот
пилюль,пилюлька,new_root,пилюль
пилястр,пилястр; пилястра,new_root,пилястр
пим,пимокат; пимы,new_root,пим
пинак,пинакотека,new_root,пинак
пинг,пинг-понг,new_root,пинг
пинчер,доберман-пинчер; пинчер,new_root,пинчер
пион,пионовидный,new_root,пион
пионер,пионер; пионерский; пионерлагерь; пионерка; пионервожатая; пионерия; пионервожатый; пионербаза; пионеротряд; пионерско-комсомольский; по-пионерски,new_root,пионер
пипед,параллелепипед,new_root,пипед
пипетк,пипетка,new_root,пипетк
пирамид,пирамида; пирамидка; пирамидальный; пирамидный,new_root,пирамид
пирамидон,пирамидон,new_root,пирамидон
пират,пират; пиратский,new_root,пират
пиреней,пиренейский,new_root,пиреней
пирин,амидопирин,new_root,пирин
пирит,пирит,new_root,пирит
пирс,пирс,new_root,пирс
пируэт,пируэт,new_root,пируэт
писсуар,писсуар,new_root,писсуар
пистолет,пистолет; пистолет-пулемет; пистолетный,new_root,пистолет
пистон,пистон; корнет-а-пистон; пистонный,new_root,пистон
письм,письмоводство,new_root,письм
пита,боепитание,mapped,пит
питек,австралопитек; палеопитек; парапитек,new_root,питек
питер,питерщик,new_root,питер
питон,питон,new_root,питон
пифагор,пифагореец; пифагореизм; пифагорейский; пифагоров,new_root,пифагор
пихт,елово-пихтовый; пихтарник; пихтовник,new_root,пихт
пицц,пиццерия,new_root,пицц
плаги,плагиат; плагиатор; плагиаторский; плагиироваться,new_root,плаги
плаз,гиперплазия,new_root,плаз
плазм,плазма; плазменный; цитоплазма; протоплазма; идиоплазма; кариоплазма; пироплазма; пироплазмоз; плазмогамия; плазмодий; плазмозамещающий; плазмолиз; плазмотрон; плазмохимический; плазмохимия; плазмохин; плазмоцид; протоплазматический; протоплазменный; саркоплазма; токсоплазмоз,new_root,плазм
плакат,плакат; плакатный; агитплакат; плакатчик,new_root,плакат
планер,дельтапланеризм; дельтапланерист; дельтапланерный,new_root,планер
плани,планиметрический; планиметрия; планисфера,new_root,плани
планид,планида,new_root,планид
планк,планка,new_root,планк
планктон,зоопланктон; планктонный,new_root,планктон
планоч,планочка; планочный,new_root,планоч
плант,плантация; трансплантация; имплантация; плантатор; плантаторский; плантаторство; плантационный; реплантация; трансплантат,new_root,плант
планшет,планшет; планшетка; планшетный,new_root,планшет
планшир,планшир,new_root,планшир
плас,пласированный; пласировать; пласировка,new_root,плас
пластик,гальванопластика; органопластика; остеопластика; ритмопластика; торакопластика,mapped,пласт
пластилин,пластилин; пластилиновый,mapped,пласт
пластич,ринопластический; ритмопластический,mapped,пласт
платан,платановый,new_root,платан
платин,платина; золотоплатиновый; платинат; платинирование; платинированный; платинировать; платинит; платинный,new_root,платин
платон,платонический; платонизм; платоник,new_root,платон
платформ,платформа,new_root,платформ
плафон,плафонный,new_root,плафон
плац,плац; плац-адъютант; плац-майор; плац-парад,new_root,плац
плацдарм,плацдарм,new_root,плацдарм
плацент,плацента; плацентарный,new_root,плацент
плацкарт,плацкартный; плацкарта; бесплацкартный,new_root,плацкарт
плашкоут,плашкоут,new_root,плашкоут
плебей,плебейский,new_root,плебей
плебисцит,плебисцит; плебисцитарный; плебисцитный,new_root,плебисцит
плевель,плевельный,mapped,плев-2
плевр,плеврит; плевритный; плеврококк; плевропневмония,new_root,плевр
плед,плед,new_root,плед
плези,плезиантроп; плезиозавр,new_root,плези
плезир,плезир,new_root,плезир
плейер,плейер,new_root,плейер
плекс,дуплекс; дуплексный; мультиплекс; мультиплексный; триплекс,new_root,плекс
плексиглас,плексиглас; плексигласовый,new_root,плексиглас
пленк,пленка; кинопленка; фотопленка; кинофотопленка; пленкообразователь; пленкообразующий,mapped,плён
пленоч,пленочный; кинопленочный; пленочно-каркасный; узкопленочный; широкопленочный,mapped,плён
пленч,пленчатый,mapped,плён
пленэр,пленэр; пленэрный,new_root,пленэр
плеон,плеоназм; плеонастический,new_root,плеон
плещ,плещущийся,mapped,плеск
плеяд,плеяда,new_root,плеяд
плик,мультипликационный; мультипликация,new_root,плик
плинт,плинтованный; плинтовать; плинтоваться; плинтовка,new_root,плинт
плинтус,плинтус,new_root,плинтус
плис,плис; плисовый,new_root,плис
плисс,плиссе; плиссированный; плиссировать; плиссировка; плиссировочный,new_root,плисс
плов,плов,mapped,плов
плой,плойчатость,mapped,пло(j)
пломб,пломба; запломбировать; пломбировать; запломбировывать; опломбирование; опломбировать; опломбировка; опломбировывать; пломбирование; пломбированный; пломбироваться; пломбировочный; распломбировать,new_root,пломб
плоч,переплоченный,mapped,плоч
площ,уплощенный; уплощать; уплощаться; уплощить; уплощиться,mapped,плоск
площадь,жилплощадь,mapped,площ-1
плунжер,одноплунжерный; плунжерный,new_root,плунжер
плутон,плутоний; плутониевый; плутонизм; плутонический,new_root,плутон
плюрал,плюрализм; плюралистический,new_root,плюрал
пляж,пляж; пляжный,new_root,пляж
пневм,акустико-пневматический; пневмоавтоматика; пневмобацилла; пневмограмма; пневмограф; пневмографический; пневмография; пневмоколесный; пневмомикоз; пневмомолоток; пневмосистема; пневмосклероз; пневмотомия; пневмоторакс; пневмотормоз; пневмоударный,new_root,пневм
пневмат,пневматический; электропневматический,new_root,пневмат
пневмон,пневмония; бронхопневмония; плевропневмония,new_root,пневмон
повар,шеф-повар,mapped,вар-1
поветь,поветь,new_root,поветь
повидл,повидло,new_root,повидл
погож,непогожий; распогоживаться,mapped,гож
погон,золотопогонник; погончики,mapped,погон
под,антипод; автоподзавод; амфипод; макропод,lemma_level_conflict,
подагр,подагра; подагрический,new_root,подагр
подверж,подверженный,mapped,верг
поди,подиум,new_root,поди
подо,воздухоподогрев,mapped,гре
подобостраст,подобострастие; подобострастный,new_root,подобостраст
подоплек,подоплека,mapped,плёк
подпа,подпавший,mapped,пад
подспорь,подспорье,new_root,подспорь
подъем,подъем; подъемный; грузоподъемный; автогидроподъемник; водоподъем; водоподъемник; водоподъемный; подъемистый; подъемка; подъемно-пусковой; рудоподъемный; самоподъемный; сеноподъемник; сетеподъемный; скороподъемность; снопоподъемник; спуско-подъемный; стеблеподъемник; судоподъем; углеподъемник; углеподъемный; шахтоподъемник; электроподъемный,new_root,подъем
