Number,Lemma,PoS,reason,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,notes,roots
22579,непристойность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22585,неприхотливость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22589,непричесанный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22590,неприязненно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22591,неприязненный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22593,неприятель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22596,неприятно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22597,неприятность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22598,неприятный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22599,непробиваемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22600,непроверенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22602,непродовольственный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22604,непродуктивный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22606,непрозрачность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22608,непроизводительный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22609,непроизводственный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22610,непроизвольно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22611,непроизвольный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22615,непроницаемо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22618,непропорционально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22619,непропорциональный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22621,непростительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22622,непростительный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22623,непросто,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22626,непротиворечивость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22627,непротиворечивый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22628,непрофессионал,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22629,непрофессионализм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22630,непрофессиональный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22631,непрофильный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22633,непроцентный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22634,непрочитанный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22635,непрочно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22638,непрошеный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22639,непрямой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22641,непутевый,a,lemma_level_conflict,"пут,ев",,пут => пут-1|пут-2,Root-level mapping escalated ев to lemma-level conflict,
22644,неработающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22647,неравновесный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22648,неравнодушный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22649,неравномерно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22650,неравномерность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22658,нерадостный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22659,неразбавленный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22661,неразборчиво,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22662,неразборчивость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22667,неразглашение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22669,неразделенный,a,lemma_level_conflict,дел,,,Conflicting automatic candidates across lemmas: де(j)|дел,
22671,нераздельно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22672,нераздельный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22674,неразлучно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22679,неразрушающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22680,неразрывно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22683,неразумно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22685,нераскрытый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22688,нерассуждающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22691,нерасторопность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22694,нерационально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22697,нервировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22698,нервический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22699,нервишки,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22701,нервно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22702,нервно-психический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22703,нервность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22704,нервный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22705,нервозность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22707,нервотрепка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22709,нереально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22710,нереальность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22713,нерегулярно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22714,нерегулярный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22717,нерезидент,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22718,нерелигиозный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22719,нерентабельный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22721,нерешаемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22722,нерешенность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22724,нерешительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22727,нержавейка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22729,неровно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22730,неровность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22731,неровный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22733,нерожденный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22735,нерпичий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22741,нерыночный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22743,неряшливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22747,несанкционированный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22749,несбывшийся,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22753,несветский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22754,несвобода,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22757,несвоевременно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22764,несделанный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22765,несдержанность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22766,несдержанный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22767,несдобровать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22769,несерьезно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22771,несильно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22772,несильный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22774,несимпатичный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22775,несказанно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22777,нескладно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22778,нескладный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22780,нескончаемо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22782,нескоро,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22784,нескромный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22786,нескучный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22787,неслабый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22789,несладко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22790,несложно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22792,неслучайно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22793,неслучайность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22796,неслыханный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22797,неслышимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22798,неслышно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22800,несмазанный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22801,несмело,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22803,несмертельный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22805,несмешной,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22807,несмотря,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22813,несовершенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22815,несовершенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22817,несоветский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22820,несовместный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22823,несогласие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22825,несогласованность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22826,несогласованный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22827,несоединимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22829,несоизмеримо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22833,несолидно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22835,несолоно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22836,несомненно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22837,несомненность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22839,несообразность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22841,несоответствие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22842,несоответствующий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22843,несопоставимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22844,несопоставимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22846,несостоявшийся,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22847,несостоятельность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22849,несочетаемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22851,неспецифический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22852,неспешно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22853,неспешный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22854,неспокойно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22855,неспокойный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22856,неспортивный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22857,неспособно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22858,неспособность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22860,несправедливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22863,неспроста,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22864,несравненно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22867,несравнимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22869,нестабильный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22870,нестандартно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22871,нестандартность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22873,нестареющий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22874,нестарый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22875,нестационарный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22876,нестеровский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22877,нестерпимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22882,нестратегический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22883,нестрашно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22885,нестрогий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22886,нестройно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22888,неструктурный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22889,нестыковка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22890,несть,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22891,несуетный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22893,несуразно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22897,несущая,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22898,несущественный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22899,несуществование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22900,несуществующий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22902,несходство,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22904,несчастие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22905,несчастливый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22906,несчастная,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22910,несъедобный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22911,несырьевой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22914,нетвердо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22915,нетвердый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22916,нетворческий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22917,нетерпеливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22920,нетерпимость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22921,нетерпимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22922,нетипичный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22925,нет-нет,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22927,неторопливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22928,неторопливость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22930,неточно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22938,нетрудно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22939,нетрудный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22940,нетрудовой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22944,неубедительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22947,неуважение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22948,неуважительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22950,неуверенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22956,неувязочка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22962,неудача,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22963,неудачливый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22966,неудачно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22967,неудачный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22968,неудержимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22971,неудивительный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22972,неудобно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22973,неудобный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22975,неудовлетворение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22976,неудовлетворенность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22978,неудовлетворительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22980,неудовольствие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22982,неуживчивый,a,lemma_level_conflict,жи,,,Conflicting automatic candidates across lemmas: жи|жил,
22983,неузнаваемо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22986,неузнанный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22987,неуклонно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22989,неуклюже,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22992,неукоснительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22995,неуловимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22997,неулыбчивый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22998,неумело,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
22999,неумелость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23000,неумелый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23001,неумение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23002,неумеренно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23004,неуместно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23005,неуместность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23008,неумирающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23009,неумно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23010,неумный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23011,неумолимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23019,неуплаченный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23021,неуправляемость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23023,неуравновешенность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23028,неуспеваемость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23030,неуставной,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23031,неустанно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23033,неустановленный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23035,неустойчиво,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23036,неустойчивость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23043,неуступчивость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23045,неусыпно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23047,неутешительный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23049,неутихающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23052,неутомимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23055,неухоженный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23059,неучтенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23060,неуют,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23061,неуютно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23063,неуязвимость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23066,нефинансовый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23068,неформально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23069,неформальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23070,нефрит,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23071,нефритовый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23073,нефтегазовый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23076,нефтегазоносный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23079,нефтедоллар,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23080,нефтематеринский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23083,нефтеотдача,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23085,нефтепереработка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23086,нефтепровод,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23089,нефтехимик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23096,нехарактерный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23097,нехватка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23098,нехилый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23101,нехороший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23102,нехорошо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23104,нехристианский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23106,нецелевой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23109,нецензурно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23111,нецивилизованный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23112,нечасто,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23113,нечастый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23114,нечаянно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23116,нечеловечески,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23122,нечестно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23123,нечестность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23126,нечеткий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23127,нечетко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23128,нечеткость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23129,нечетный,a,lemma_level_conflict,чет,,,Conflicting automatic candidates across lemmas: чет|четвер,
23130,нечистоплотность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23131,нечистоплотный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23136,нечищенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23141,нештатный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23143,нещадно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23146,неэффективно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23147,неэффективность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23148,неэффективный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23150,неявно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23151,неявный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23152,неяркий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23153,неясно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23154,неясность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23156,ниагарский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23157,нибелунг,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23168,нижегородец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23170,нижележащий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23171,нижеследующее,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23174,нижнетагильский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23185,низинка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23187,низко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23188,низковатый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23189,низкокачественный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23191,низкомолекулярный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23194,низкопробный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23195,низкопрофильный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23199,низкочастотный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23207,ник,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23208,никавир,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23212,никитский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23214,николаевский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23215,никольский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23217,никотиновый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23219,никчемность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23220,никчемный,a,lemma_level_conflict,ч,,,Root-level mapping escalated ч to lemma-level conflict,
23223,нимфа,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23224,нимфетка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23225,нимфея,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23226,ниндзя,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23227,ни-ни,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23229,нирвана,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23232,ниспровергатель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
23235,нисходить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
