tikhonov_root,auto_candidates,resolution_kind,resolved_root,resolved_canonical_root,kuznetsova_homonym_candidates,notes
компост,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
компот,компот,deterministic,компот,компот,,
компрадор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
компресс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
компресси,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
компромет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
компромисс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
компьютер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
комс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
комуз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
комфорт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кон,кон-1|кон-2,homonym,,,кон-1|кон-2,
конвейер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конвент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конвенци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конверси,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конверт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конво,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конвой,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конвульс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конвульси,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конгломер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конго,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конгресс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конгруэнт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конгруэнц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конденс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кондитер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кондици,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кондрашк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кондуит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кондуктор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конец,кон-1,deterministic,кон-1,кан,,
конеч,кон-1,deterministic,кон-1,кан,,
конкистадор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конкрет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конкретн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конкур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конкурс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коннотаци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конопат,коноп|конопат,lemma_level_conflict,,,,Conflicting automatic candidates across lemmas: коноп|конопат
конопач,конопач,deterministic,конопач,конопат,,
конопл,коноп,deterministic,коноп,коноп,,
консеквентн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консенсус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консерв,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консерват,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консерватор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консигн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консилиум,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консист,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консистент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консолид,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конспект,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конспир,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
констант,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
констанц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
констат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конститу,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
констру,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конструк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конструкт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конструктор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консуль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консульт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
консьерж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контаги,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контакт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контамин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контейнер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контекст,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контингент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
континент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
континуум,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контор,контор,deterministic,контор,контор,,
контр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контра,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрабанд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрагент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контражур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контракт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контральт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрамарк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрамароч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрапост,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрапункт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрассигн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контраст,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрданс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрибуци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контроверз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контрол,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контроллер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контроль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контръ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контуж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контуз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
контур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конур,конур,deterministic,конур,конур,,
конус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфедер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфекци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конференци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфесси,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфет,конфет,deterministic,конфет,конфет,,
конфигураци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфирм,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфиск,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфликт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конформ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфороч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфронт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфуж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфуз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конфуци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конц,кон-1,deterministic,кон-1,кан,,
концентр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
концепт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
концепц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
концерн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
концерт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
концесси,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конч,кон-1,deterministic,кон-1,кан,,
конъектур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конъюнктив,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конъюнктур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
конь,кон-2,deterministic,кон-2,кон-2,,
коньк,кон-2,deterministic,кон-2,кон-2,,
коньяк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коньяч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коопер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кооперат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коопт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
координ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
координат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коп,коп-1|коп-2,homonym,,,коп-1|коп-2|коп-3,
копал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копееч,копееч,deterministic,копееч,копееч,,
копей,коп-3,deterministic,коп-3,коп-3,,
копейк,копейк,deterministic,копейк,копееч,,
копен,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копи,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копир,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копл,коп-2,deterministic,коп-2,кап-3,,
копн,коп-2,deterministic,коп-2,кап-3,,
копоть,копот,deterministic,копот,капч,,
копош,коп-1,deterministic,коп-1,кап-2,,
копр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копт,копт,deterministic,копт,капч,,
копул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копч,копч,deterministic,копч,капч,,
копчик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копыл,копыл,deterministic,копыл,копыл,,
копыт,коп-1,deterministic,коп-1,кап-2,,
копыть,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копыч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
копь,коп-3,deterministic,коп-3,коп-3,,
кор,кор-1|кор-2|короч-2,lemma_level_conflict,,,,Conflicting automatic candidates across lemmas: кор-1|кор-2|короч-2
корабель,корабел,deterministic,корабел,корабел,,
корабл,корабл,deterministic,корабл,корабел,,
корабль,корабл,deterministic,корабл,корабел,,
коралл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коральк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коран,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корач,корач,deterministic,корач,корач,,
корд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кордильер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кордит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кордон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коре,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кореж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корей,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корейк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корен,корен,deterministic,корен,корен,,
коренаст,корен,deterministic,корен,корен,,
корень,корен,deterministic,корен,корен,,
кореш,кореш,deterministic,кореш,корен,,
корж,корж,deterministic,корж,корж,,
корзин,корзин,deterministic,корзин,корзин,,
кориандр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коридор,коридор,deterministic,коридор,коридор,,
коринк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коринф,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корифей,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кориц,кор-1,deterministic,кор-1,кор-1,,
корич,кор-1,deterministic,кор-1,кор-1,,
коричн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коричнев,кор-1,deterministic,кор-1,кор-1,,
корм,корм-1|корм-2,homonym,,,корм-1|корм-2,
кормл,корм-1,deterministic,корм-1,карм,,
корн,корн-1|корн-2,homonym,,,корн-1|корн-2,
корнет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корнилов,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
короб,короб-1|короб-2,homonym,,,короб-1|короб-2,
коробл,короб-2,deterministic,короб-2,короб-2,,
коров,коров,deterministic,коров,коров,,
корол,корол,deterministic,корол,корол,,
король,корол,deterministic,корол,корол,,
коромысл,коромысл,deterministic,коромысл,коромысл,,
корон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коростель,коростел,deterministic,коростел,коростел,,
корот,корот,deterministic,корот,корач,,
коротк,корот,deterministic,корот,корач,,
короч,короч-1,deterministic,короч-1,корач,,
корп,корп,deterministic,корп,корп,,
корпи,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корпор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корпус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корпускул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррад,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррази,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррект,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корректн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррекц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррел,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корреспонд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корриг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррид,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррод,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корроз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррози,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррозий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коррумп,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корруп,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корсаж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корсак,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корсар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корсет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корсик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кортеж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кортизон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кортик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корунд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
корч,корч-1|корч-2,homonym,,,корч-1|корч-2,
корчаг,корчаг,deterministic,корчаг,корчаг,,
корчаж,корчаж,deterministic,корчаж,корчаг,,
корчем,корчем,deterministic,корчем,корчем,,
корчм,корчм,deterministic,корчм,корчем,,
коршун,коршун,deterministic,коршун,коршун,,
корыст,корыст,deterministic,корыст,корыст,,
корысть,корыст,deterministic,корыст,корыст,,
корыт,кор-1,deterministic,кор-1,кор-1,,
корь,кор-1,deterministic,кор-1,кор-1,,
корюшк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коряг,кор-1,deterministic,кор-1,кор-1,,
коряж,кор-1,deterministic,кор-1,кор-1,,
коряк,коряк,deterministic,коряк,коряк,,
коряч,коряч,deterministic,коряч,коряк,,
кос,кос-1|кос-2|кос-3|кос-4,homonym,,,кос-1|кос-2|кос-3|кос-4,
косатк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
косач,кос-3,deterministic,кос-3,кос-3,,
косвенн,кос-2,deterministic,кос-2,каш-3,,
косм,кос-3,deterministic,кос-3,кос-3,,
космет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
косметик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
космополит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
косн,косн,deterministic,косн,косн,,
кост,кост,deterministic,кост,кащ,,
коста,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
костер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
костр,костр-1,deterministic,костр-1,костр-1,,
костыл,костыл,deterministic,костыл,костыл,,
костыль,костыл,deterministic,костыл,костыл,,
кость,кост,deterministic,кост,кащ,,
костюм,костюм,deterministic,костюм,костюм,,
кось,кос-1,deterministic,кос-1,каш-1,,
кот,кот-1|кот-2,homonym,,,кот-1|кот-2,
котел,котел,deterministic,котел,котел,,
котель,котел,deterministic,котел,котел,,
котил,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
котл,котл,deterministic,котл,котел,,
котлас,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
котлет,котлет,deterministic,котлет,котлет,,
котон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
котор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
коттедж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
котурн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кофе,кофе(j),deterministic,кофе(j),кофе(j),,
кофр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кофт,кофт,deterministic,кофт,кофт,,
кочан,коч-1,deterministic,коч-1,коч-1,,
кочев,коч-2,deterministic,коч-2,коч-2,,
кочева,коч-2,deterministic,коч-2,коч-2,,
кочевряж,кочевряж,deterministic,кочевряж,кочевряг,,
кочевь,коч-2,deterministic,коч-2,коч-2,,
кочегар,кочегар,deterministic,кочегар,кочегар,,
кочедыж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кочедык,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кочен,коч-1,deterministic,коч-1,коч-1,,
кочень,коч-1,deterministic,коч-1,коч-1,,
кочерг,кочерг,deterministic,кочерг,кочерг,,
кочерыж,коч-1,deterministic,коч-1,коч-1,,
кочет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кочеч,коч-1,deterministic,коч-1,коч-1,,
кочеш,коч-1,deterministic,коч-1,коч-1,,
кочк,коч-1,deterministic,коч-1,коч-1,,
кочмар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кочур,коч-1,deterministic,коч-1,коч-1,,
кош,кош-1|кош-2|кош-4,homonym,,,кош-1|кош-2|кош-3|кош-4,
кошев,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кошель,кошел,deterministic,кошел,кошел,,
кошенил,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кошениль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кошер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кошм,кошм,deterministic,кошм,кошм,,
кошмар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кошом,кошом,deterministic,кошом,кошм,,
кошт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кощ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кощей,кощ,deterministic,кощ,кащ,,
кощун,кощун,deterministic,кощун,кощун,,
коэффициент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кра,кра-1|кра(j)-2,lemma_level_conflict,,,,Conflicting automatic candidates across lemmas: кра-1|кра(j)-2
краб,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кравч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
краг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крад,крад,deterministic,крад,крад,,
краен,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
краеуголь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
край,кра(j)-2,deterministic,кра(j)-2,кра(j)-2,,
крайн,кра(j)-2,deterministic,кра(j)-2,кра(j)-2,,
крал,крал,deterministic,крал,крал,,
крамол,крамол,deterministic,крамол,крамол,,
крамоль,крамол,deterministic,крамол,крамол,,
крамп,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кран,кран-1|кран-2,homonym,,,кран-1|кран-2,
крани,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крап,крап,deterministic,крап,крап,,
крапив,крапив,deterministic,крапив,крапив,,
крапл,крап,deterministic,крап,крап,,
краплак,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крас,крас-1|крас-2,homonym,,,крас-1|крас-2,
красн,крас-1,deterministic,крас-1,крас-1,,
крат,крат,deterministic,крат,корач,,
кратер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кратк,крат,deterministic,крат,корач,,
кратц,крат,deterministic,крат,корач,,
кратч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крафт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крах,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крахмал,крахмал,deterministic,крахмал,крахмал,,
крахмаль,крахмал,deterministic,крахмал,крахмал,,
крачк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
краш,краш,deterministic,краш,крас-1,,
кращ,кращ,deterministic,кращ,корач,,
краюх,кра(j)-2,deterministic,кра(j)-2,кра(j)-2,,
краюш,кра(j)-2,deterministic,кра(j)-2,кра(j)-2,,
кредит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крейс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крек,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крем,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кремень,кремен,deterministic,кремен,кремен,,
кремл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кремль,кремл,deterministic,кремл,кремл,,
кремн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крен,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крендель,крендел,deterministic,крендел,крендел,,
креол,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
креоль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
креп,креп,deterministic,креп,креп,,
крепк,креп,deterministic,креп,креп,,
крепл,креп,deterministic,креп,креп,,
крепост,креп,deterministic,креп,креп,,
крепостн,креп,deterministic,креп,креп,,
крепощ,креп,deterministic,креп,креп,,
крепч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крепь,креп,deterministic,креп,креп,,
креса,крес-2,deterministic,крес-2,крес-2,,
кресель,кресел,deterministic,кресел,кресел,,
кресл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крест,крест,deterministic,крест,крест,,
кресть,крестьян,deterministic,крестьян,крестьян,,
крестьян,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кретин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кретон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кречет,кречет,deterministic,кречет,кречет,,
крещ,крещ,deterministic,крещ,крест,,
крив,крив,deterministic,крив,крив,,
кривич,крив,deterministic,крив,крив,,
кривл,крив,deterministic,крив,крив,,
криг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
криз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кризис,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крик,крик,deterministic,крик,крик,,
криль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кримин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
криминал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
криминаль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кримплен,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кринк,крин,deterministic,крин,крин,,
криноч,крин,deterministic,крин,крин,,
крио,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крипт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кристалл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кристаль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
критери,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
критерий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
критик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крич,крич,deterministic,крич,крик,,
кро,кро(j),deterministic,кро(j),кра-1,,
кров,кров-1|кров-2,homonym,,,кров-1|кров-2,
кроват,кроват,deterministic,кроват,кроват,,
кровать,кроват,deterministic,кроват,кроват,,
кровель,кров-2,deterministic,кров-2,кров-2,,
кровл,кров-1|кров-2,homonym,,,кров-1|кров-2,
кровь,кров-1,deterministic,кров-1,кров-1,,
крой,кро(j),deterministic,кро(j),кра-1,,
