Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane
13364,имперский,a,9.6,88,90,366,импер,62.0,1,1,0
16622,кризис,s,53.2,100,91,2342,кризис,61.9,1,3,0
16623,кризисный,a,6.3,74,90,417,кризис,61.9,1,3,0
774,антикризисный,a,1.3,40,80,74,кризис,61.9,1,3,0
9333,докризисный,a,0.7,33,84,54,кризис,61.9,1,3,0
31404,посткризисный,a,0.4,17,72,25,кризис,61.9,5,3,0
19887,мотор,s,47.3,98,94,1366,мотор,61.9,3,3,0
19892,моторный,a,6.0,88,87,305,мотор,61.9,3,3,0
19890,моторист,s,1.7,50,82,71,мотор,61.9,5,3,0
19896,моторчик,s,1.3,55,87,91,мотор,61.9,5,3,0
19891,моторка,s,1.2,31,79,41,мотор,61.9,2,3,0
19888,моторизованный,a,0.7,32,80,43,мотор,61.9,1,3,0
19889,моторика,s,0.7,32,80,44,мотор,61.9,4,3,0
27200,пассажир,s,47.4,100,94,1574,пассажир,61.9,2,3,0
27203,пассажирский,a,12.6,98,90,615,пассажир,61.9,3,3,0
27201,пассажирка,s,1.2,59,89,78,пассажир,61.9,3,3,0
45952,фут,s,2.6,66,84,119,фут,61.7,2,3,0
15377,колебание,s,24.7,99,89,1091,колеб,61.6,2,3,0
15380,колебаться,v,20.8,98,95,1226,колеб,61.6,2,2,0
30151,поколебаться,v,3.1,63,86,181,колеб,61.6,2,2,0
22435,непоколебимый,a,2.9,84,89,209,колеб,61.6,1,4,0
30150,поколебать,v,2.6,81,91,202,колеб,61.6,2,2,0
11244,заколебаться,v,2.5,61,87,158,колеб,61.6,2,2,0
15378,колебательный,a,1.5,31,70,57,колеб,61.6,1,3,0
15379,колебать,v,1.2,55,86,87,колеб,61.6,2,2,0
22063,неколебимый,a,0.9,50,87,74,колеб,61.6,1,4,0
22434,непоколебимо,adv,0.6,35,83,46,колеб,61.6,1,4,0
19708,монастырь,s,54.2,100,89,1076,монастыр,61.6,5,4,0
19707,монастырский,a,7.4,87,87,297,монастыр,61.6,2,3,0
24817,океан,s,49.8,100,93,1500,океан,61.6,5,4,0
24820,океанский,a,4.6,87,86,243,океан,61.6,3,4,0
24818,океанический,a,1.2,43,82,71,океан,61.6,2,4,0
4544,внук,s,38.6,100,94,1448,внук,61.5,5,4,0
4571,внучка,s,16.4,94,93,660,внук,61.5,5,4,0
31881,правнук,s,3.0,85,93,214,внук,61.5,4,4,0
4570,внучек,s,1.1,46,83,74,внук,61.5,5,4,0
4569,внучатый,a,0.9,50,87,70,внук,61.5,2,3,0
4573,внучонок,s,0.6,36,84,47,внук,61.5,5,4,0
31882,правнучка,s,0.5,36,85,40,внук,61.5,4,4,0
4572,внучок,s,0.4,26,81,31,внук,61.5,5,4,0
10397,жест,s,45.2,100,94,1398,жест,61.5,3,3,0
10410,жестяной,a,7.6,85,90,390,жест,61.5,4,3,0
10408,жесть,s,3.2,81,90,222,жест,61.5,3,2,0
10409,жестянка,s,2.2,62,88,129,жест,61.5,4,3,0
7749,грамм,s,22.7,99,93,909,грамм,61.3,2,3,0
30756,поморщиться,v,14.2,76,88,472,морщ,61.3,4,3,0
19846,морщина,s,12.2,92,91,558,морщ,61.3,4,2,0
19850,морщиться,v,9.8,88,89,470,морщ,61.3,5,2,0
19848,морщинка,s,5.5,83,89,295,морщ,61.3,4,2,0
39740,сморщиться,v,4.7,62,87,272,морщ,61.3,4,2,0
19847,морщинистый,a,4.6,76,90,291,морщ,61.3,4,2,0
39738,сморщенный,a,3.3,70,89,211,морщ,61.3,4,2,0
19849,морщить,v,2.7,65,87,187,морщ,61.3,4,2,0
20808,наморщить,v,2.4,54,85,148,морщ,61.3,4,2,0
39739,сморщить,v,1.5,52,86,115,морщ,61.3,4,2,0
1447,бар,s,26.0,95,93,828,бар,61.2,4,3,0
1520,барышня,s,13.1,94,90,483,бар,61.2,4,4,0
1477,барин,s,7.4,92,89,308,бар,61.2,4,3,0
1502,барский,a,4.7,89,90,249,бар,61.2,2,3,0
1518,барыня,s,3.6,73,85,160,бар,61.2,4,3,0
1488,барный,a,1.1,41,83,64,бар,61.2,2,3,0
1476,барий,s,0.5,22,71,30,бар,61.2,1,3,0
1504,барство,s,0.5,30,82,34,бар,61.2,1,2,0
1503,барственный,a,0.4,29,81,33,бар,61.2,1,3,0
1515,барчук,s,0.4,24,77,28,бар,61.2,3,2,0
4212,визит,s,49.8,100,90,1816,визит,61.2,3,3,0
4215,визитный,a,5.2,90,93,327,визит,61.2,3,3,0
4214,визитка,s,3.6,78,89,166,визит,61.2,4,3,0
4213,визитер,s,2.6,79,89,166,визит,61.2,3,3,0
14957,кипеть,v,18.9,99,92,916,кип-1,61.2,4,3,0
14964,кипяток,s,11.0,96,93,533,кип-1,61.2,5,2,0
14956,кипение,s,4.6,81,74,192,кип-1,61.2,4,3,0
11205,закипеть,v,3.5,86,91,244,кип-1,61.2,4,3,0
5509,вскипеть,v,3.3,73,90,228,кип-1,61.2,4,2,0
14962,кипятить,v,3.0,80,85,175,кип-1,61.2,4,3,0
11204,закипать,v,2.8,80,91,207,кип-1,61.2,4,3,0
5508,вскипать,v,1.9,65,88,140,кип-1,61.2,4,2,0
5510,вскипятить,v,1.9,66,85,116,кип-1,61.2,4,2,0
14961,кипятильник,s,1.6,54,85,86,кип-1,61.2,5,3,0
15896,контракт,s,49.3,98,90,1798,контракт,61.2,2,3,0
15898,контрактный,a,7.0,59,87,303,контракт,61.2,2,3,0
15897,контрактник,s,4.9,45,83,167,контракт,61.2,4,1,0
1142,атака,s,42.7,100,92,1461,атак,61.1,4,1,0
1143,атаковать,v,14.9,98,90,632,атак,61.1,4,1,0
15908,контратака,s,2.4,67,80,125,атак,61.1,4,1,0
15909,контратаковать,v,1.1,32,70,48,атак,61.1,5,3,0
4892,вокзал,s,51.0,99,94,1467,вокзал,61.1,2,3,0
4893,вокзальный,a,4.9,86,90,273,вокзал,61.1,2,3,0
32586,привокзальный,a,2.7,74,89,164,вокзал,61.1,5,1,0
19263,мина,s,42.2,100,86,1134,мин-3,60.9,3,1,0
19307,минный,a,3.6,76,90,195,мин-3,60.9,4,1,0
11486,заминировать,v,2.0,65,86,107,мин-3,60.9,4,1,0
19270,минер,s,0.9,28,73,32,мин-3,60.9,4,1,0
19297,минирование,s,0.7,33,76,40,мин-3,60.9,4,4,0
35599,разминирование,s,0.7,34,79,43,мин-3,60.9,4,4,0
35600,разминировать,v,0.6,31,83,39,мин-3,60.9,4,1,0
19298,минировать,v,0.5,35,82,41,мин-3,60.9,1,3,0
15594,коммерческий,a,60.7,98,90,2660,коммерч,60.7,4,1,0
28671,плен,s,22.2,98,93,830,плен-1,60.7,4,1,0
28680,пленный,s,11.5,88,87,292,плен-1,60.7,4,1,0
28677,пленник,s,6.5,89,89,288,плен-1,60.7,3,4,0
28675,пленить,v,3.0,86,91,206,плен-1,60.7,3,2,0
11739,заполонить,v,1.8,70,90,149,плен-1,60.7,2,4,0
28674,пленительный,a,1.8,65,89,123,плен-1,60.7,4,5,0
28678,пленница,s,1.4,54,87,91,плен-1,60.7,4,1,0
28685,пленять,v,1.2,53,88,85,плен-1,60.7,2,4,0
28673,пленение,s,1.1,47,83,77,плен-1,60.7,2,2,0
30467,полон,s,0.6,43,86,55,плен-1,60.7,2,3,0
42225,тактика,s,20.3,99,92,1006,такт,60.5,1,3,0
42229,тактический,a,14.2,90,90,661,такт,60.5,1,3,0
42223,такт,s,13.9,97,93,637,такт,60.5,1,4,0
2190,бестактность,s,2.5,76,90,170,такт,60.5,1,1,0
2191,бестактный,a,2.5,76,90,166,такт,60.5,1,1,0
42232,тактичный,a,1.7,68,88,124,такт,60.5,2,4,0
2189,бестактно,adv,0.7,43,86,54,такт,60.5,1,1,0
42231,тактичность,s,0.7,43,83,56,такт,60.5,1,4,0
42233,тактовый,a,0.5,22,76,30,такт,60.5,1,3,0
46868,чашка,s,33.3,100,92,1035,чаш,60.5,5,3,0
46865,чаша,s,18.7,99,93,801,чаш,60.5,5,3,0
46867,чашечка,s,8.0,95,92,407,чаш,60.5,5,4,0
2817,борт,s,46.9,100,93,1316,борт-2,60.4,4,3,0
2821,бортовой,a,8.2,88,89,376,борт-2,60.4,2,3,0
2818,бортик,s,2.4,64,83,116,борт-2,60.4,4,3,0
13921,испортить,v,22.2,100,95,1136,порт-2,60.3,3,1,0
31123,портить,v,15.9,99,95,906,порт-2,60.3,3,1,0
31171,порча,s,5.9,92,88,321,порт-2,60.3,2,1,0
13922,испортиться,v,5.3,95,93,357,порт-2,60.3,2,1,0
31124,портиться,v,3.5,91,94,266,порт-2,60.3,2,1,0
13924,испорченный,a,3.2,91,93,230,порт-2,60.3,2,1,0
30960,попортить,v,1.8,66,89,141,порт-2,60.3,2,1,0
31172,порченый,a,0.7,36,82,54,порт-2,60.3,2,1,0
13923,испорченность,s,0.5,30,82,38,порт-2,60.3,1,1,0
20927,напортачить,v,0.5,33,84,41,порт-2,60.3,2,1,0
2640,бодрый,a,14.6,96,94,755,бадр,60.2,2,1,0
2636,бодро,adv,12.6,92,92,622,бадр,60.2,1,4,0
2637,бодрость,s,5.9,90,92,364,бадр,60.2,1,4,0
29170,подбадривать,v,3.5,85,91,252,бадр,60.2,1,4,0
23957,ободрить,v,2.7,79,91,189,бадр,60.2,2,4,0
29178,подбодрить,v,2.5,75,90,174,бадр,60.2,2,4,0
2639,бодрствовать,v,2.4,78,90,169,бадр,60.2,2,4,0
23960,ободряюще,adv,1.7,52,86,103,бадр,60.2,2,3,0
33010,приободриться,v,1.6,61,87,122,бадр,60.2,1,4,0
4000,взбодрить,v,1.4,62,89,110,бадр,60.2,1,4,0
8767,дешевый,a,60.1,100,95,2987,дешевый,60.1,2,2,0
24758,озеро,s,54.9,100,94,1349,озер,60.1,5,4,0
24757,озерный,a,3.6,76,86,153,озер,60.1,3,4,0
24756,озерко,s,0.8,42,84,52,озер,60.1,5,4,0
24759,озерцо,s,0.8,45,86,53,озер,60.1,5,4,0
2490,бледный,a,36.5,100,92,1120,бледн,60.0,3,2,0
28844,побледнеть,v,10.1,86,89,458,бледн,60.0,3,2,0
2482,бледнеть,v,5.0,89,92,331,бледн,60.0,3,2,0
2489,бледность,s,2.4,68,88,163,бледн,60.0,1,2,0
2483,бледно,adv,1.3,59,88,102,бледн,60.0,1,2,0
2481,бледненький,a,0.4,24,79,29,бледн,60.0,3,2,0
27346,педагог,s,27.1,97,90,934,педагог,60.0,3,4,0
27348,педагогический,a,23.4,100,81,822,педагог,60.0,1,3,0
27347,педагогика,s,7.7,80,70,252,педагог,60.0,1,3,0
1114,ассоциация,s,44.9,99,92,1943,ассоци,59.9,1,3,0
1117,ассоциироваться,v,7.2,95,92,553,ассоци,59.9,1,3,0
1113,ассоциативный,a,2.9,66,81,147,ассоци,59.9,1,3,0
1116,ассоциировать,v,1.8,56,85,136,ассоци,59.9,1,2,0
1115,ассоциированный,a,1.4,36,76,77,ассоци,59.9,1,2,0
9034,диссоциация,s,1.3,11,49,28,ассоци,59.9,3,4,0
9035,диссоциировать,v,0.4,8,62,26,ассоци,59.9,4,4,0
1997,беременность,s,15.7,98,76,456,берем,59.9,2,2,0
1998,беременный,a,14.9,100,88,632,берем,59.9,3,3,0
2938,бремя,s,12.3,98,92,798,берем,59.9,2,1,0
10608,забеременеть,v,4.5,82,75,205,берем,59.9,2,1,0
24116,обременить,v,4.1,93,93,302,берем,59.9,1,1,0
24117,обременять,v,2.2,81,90,155,берем,59.9,1,4,0
24115,обременительный,a,2.0,82,91,153,берем,59.9,4,4,0
22240,необременительный,a,1.2,61,89,98,берем,59.9,1,1,0
1996,беременная,s,1.1,53,84,73,берем,59.9,1,3,0
24114,обременение,s,1.1,26,53,39,берем,59.9,1,3,0
159,автоматический,a,24.0,99,90,1183,автомат,59.8,1,3,0
154,автоматизированный,a,11.2,65,83,523,автомат,59.8,1,3,0
153,автоматизация,s,8.5,61,85,414,автомат,59.8,2,2,0
157,автоматика,s,4.9,77,83,232,автомат,59.8,1,3,0
160,автоматный,a,4.2,76,89,197,автомат,59.8,1,3,0
155,автоматизировать,v,2.1,57,83,167,автомат,59.8,1,3,0
156,автоматизм,s,1.6,66,88,118,автомат,59.8,1,3,0
10509,жирный,a,25.4,99,93,1018,жир-1,59.8,2,2,0
10503,жир,s,21.9,99,92,782,жир-1,59.8,4,2,0
10511,жировой,a,3.3,69,81,166,жир-1,59.8,4,2,0
10507,жирно,adv,1.7,63,89,133,жир-1,59.8,2,3,0
24722,ожирение,s,1.6,62,85,101,жир-1,59.8,3,2,0
10508,жирность,s,1.0,48,83,61,жир-1,59.8,2,1,0
10512,жирок,s,1.0,62,90,86,жир-1,59.8,2,3,0
10510,жировать,v,0.9,50,85,64,жир-1,59.8,4,2,0
21886,нежирный,a,0.7,34,81,44,жир-1,59.8,3,2,0
10506,жиреть,v,0.6,33,83,47,жир-1,59.8,3,2,0
27193,паспорт,s,49.6,100,94,1461,паспорт,59.8,4,3,0
27197,паспортный,a,5.6,95,91,313,паспорт,59.8,2,3,0
27196,паспортно-визовый,a,0.9,32,82,51,паспорт,59.8,1,3,0
27194,паспортизация,s,0.6,27,72,36,паспорт,59.8,1,3,0
27195,паспортистка,s,0.5,26,78,33,паспорт,59.8,2,3,0
15990,концентрация,s,40.1,94,78,1237,концентр,59.7,1,3,0
39181,сконцентрировать,v,4.7,88,92,366,концентр,59.7,2,3,0
15992,концентрированный,a,3.4,74,87,233,концентр,59.7,1,3,0
15994,концентрироваться,v,3.2,75,91,245,концентр,59.7,1,3,0
15989,концентрационный,a,2.3,57,83,111,концентр,59.7,1,3,0
39182,сконцентрироваться,v,2.2,76,91,181,концентр,59.7,1,3,0
15993,концентрировать,v,2.1,70,87,174,концентр,59.7,1,3,0
15991,концентрирование,s,0.8,13,63,35,концентр,59.7,1,3,0
15986,концентр,s,0.5,4,44,6,концентр,59.7,2,3,0
15988,концентратор,s,0.4,14,63,17,концентр,59.7,3,3,0
32304,премия,s,56.2,99,92,1865,преми,59.7,3,4,0
32299,премиальный,a,1.6,64,87,112,преми,59.7,2,4,0
32298,премиальные,s,1.0,45,83,64,преми,59.7,2,4,0
18476,марка,s,48.0,100,93,1992,марк,59.5,3,3,0
13540,иномарка,s,10.5,87,90,485,марк,59.5,4,3,0
18502,марочный,a,0.6,32,82,43,марк,59.5,2,3,0
14605,карьера,s,43.0,100,94,1835,карьер,59.4,2,4,0
14604,карьер,s,8.2,94,83,347,карьер,59.4,5,3,0
14608,карьерный,a,5.5,76,79,293,карьер,59.4,2,3,0
14607,карьерист,s,2.2,68,87,136,карьер,59.4,2,2,0
14606,карьеризм,s,0.5,36,84,40,карьер,59.4,1,2,0
18180,магнитный,a,21.0,96,79,586,магнит,59.3,3,3,0
18183,магнитофон,s,14.3,96,92,523,магнит,59.3,5,3,0
18179,магнит,s,6.0,94,66,252,магнит,59.3,5,3,0
20773,намагниченность,s,1.6,14,41,39,магнит,59.3,1,3,0
18182,магнитола,s,1.1,43,85,82,магнит,59.3,5,3,0
20772,намагнитить,v,0.6,25,65,34,магнит,59.3,4,3,0
18716,мебель,s,48.2,100,93,1594,мебел,59.3,4,3,0
18717,мебельный,a,8.9,86,89,397,мебел,59.3,2,3,0
18718,мебельщик,s,1.8,35,78,64,мебел,59.3,3,3,0
18719,меблированный,a,0.4,25,79,29,мебел,59.3,3,3,0
17240,лапа,s,39.7,100,89,1038,лап,59.2,5,3,0
17243,лапка,s,10.4,93,90,483,лап,59.2,5,3,0
17244,лапник,s,1.3,44,80,62,лап,59.2,4,3,0
17247,лапочка,s,1.3,40,78,67,лап,59.2,3,4,0
17241,лапать,v,1.2,47,85,87,лап,59.2,4,2,0
35523,разлапистый,a,1.0,49,87,85,лап,59.2,4,3,0
17242,лапища,s,0.7,36,84,49,лап,59.2,5,3,0
17250,лапчатка,s,0.6,17,59,25,лап,59.2,3,3,0
17245,лапонька,s,0.5,11,24,12,лап,59.2,4,4,0
23757,облапить,v,0.5,27,78,46,лап,59.2,4,2,0
15085,клей,s,10.4,96,85,441,кле(j),59.1,5,3,0
32818,приклеить,v,4.9,94,93,343,кле(j),59.1,5,3,0
20667,наклеить,v,3.4,91,93,248,кле(j),59.1,4,3,0
20668,наклейка,s,3.4,79,90,212,кле(j),59.1,5,3,0
39126,склеить,v,3.4,90,92,227,кле(j),59.1,4,3,0
15083,клеить,v,3.3,88,91,212,кле(j),59.1,4,3,0
11217,заклеить,v,3.1,81,90,204,кле(j),59.1,4,3,0
15086,клейкий,a,2.1,72,84,129,кле(j),59.1,4,2,0
15084,клеиться,v,2.0,74,90,152,кле(j),59.1,3,3,0
24840,оклеить,v,2.0,70,90,147,кле(j),59.1,4,3,0
8902,диктовать,v,14.8,100,95,899,дикт,59.0,3,3,0
8901,диктатура,s,9.9,93,90,410,дикт,59.0,2,1,0
33682,продиктовать,v,7.6,100,94,489,дикт,59.0,3,3,0
8899,диктатор,s,6.4,82,90,330,дикт,59.0,3,1,0
8905,диктор,s,5.6,90,91,301,дикт,59.0,3,3,0
8903,диктоваться,v,2.3,72,89,183,дикт,59.0,1,3,0
8898,диктат,s,2.1,64,88,154,дикт,59.0,1,1,0
8904,диктовка,s,1.8,70,90,133,дикт,59.0,2,3,0
8897,диктант,s,1.4,50,86,78,дикт,59.0,2,2,0
8900,диктаторский,a,1.3,54,86,89,дикт,59.0,2,1,0
44189,удовлетворение,s,34.8,100,88,1616,довлетвор,59.0,2,4,0
44197,удовлетворять,v,14.5,99,89,923,довлетвор,59.0,2,4,0
44190,удовлетворенно,adv,6.5,74,89,354,довлетвор,59.0,2,4,0
44198,удовлетворяться,v,3.2,76,87,229,довлетвор,59.0,2,4,0
27095,парламент,s,31.3,97,90,1443,парламент,59.0,3,3,0
27099,парламентский,a,19.3,75,89,991,парламент,59.0,1,3,0
27097,парламентарий,s,5.8,53,86,377,парламент,59.0,2,3,0
27096,парламентаризм,s,1.1,40,82,68,парламент,59.0,1,3,0
27098,парламентер,s,0.9,29,67,36,парламент,59.0,3,3,0
18814,межпарламентский,a,0.6,19,59,36,парламент,59.0,1,3,0
12063,застынуть,v,23.3,98,91,878,сты,59.0,4,2,0
25748,остынуть,v,13.1,96,93,671,сты,59.0,4,2,0
25747,остывать,v,5.7,89,92,358,сты,59.0,4,2,0
12060,застывать,v,4.3,93,93,303,сты,59.0,4,2,0
41673,стынуть,v,3.2,76,89,216,сты,59.0,4,2,0
34317,простынуть,v,3.0,75,89,200,сты,59.0,2,2,0
31459,постылый,a,1.9,63,89,131,сты,59.0,1,1,0
25191,опостылеть,v,1.7,65,89,130,сты,59.0,1,1,0
41672,стылый,a,1.5,47,85,107,сты,59.0,3,2,0
30878,поостынуть,v,0.9,48,86,73,сты,59.0,3,2,0
17137,лаборатория,s,52.2,100,91,1522,лабор,58.9,4,3,0
17135,лаборант,s,3.4,76,83,131,лабор,58.9,4,3,0
17136,лаборантка,s,2.1,56,82,98,лабор,58.9,4,3,0
17666,липа,s,11.8,96,87,432,лип,58.9,4,3,0
17671,липкий,a,9.4,95,90,469,лип,58.9,4,2,0
32884,прилипнуть,v,8.2,91,91,452,лип,58.9,4,3,0
17673,липовый,a,4.9,93,92,296,лип,58.9,2,2,0
32896,прильнуть,v,3.7,72,89,231,лип,58.9,3,3,0
4443,влипнуть,v,3.3,71,89,205,лип,58.9,3,2,0
39482,слипнуться,v,3.1,70,87,195,лип,58.9,4,3,0
17672,липнуть,v,2.6,75,90,183,лип,58.9,4,3,0
32883,прилипать,v,2.4,81,91,177,лип,58.9,4,3,0
39481,слипаться,v,2.1,74,90,165,лип,58.9,3,3,0
280,адвокат,s,49.3,100,86,1197,адвокат,58.8,1,3,0
281,адвокатский,a,7.1,73,59,167,адвокат,58.8,1,3,0
282,адвокатура,s,2.4,42,74,66,адвокат,58.8,1,3,0
19292,минимизация,s,3.1,49,81,201,миним,58.8,1,3,0
19293,минимизировать,v,2.7,50,86,223,миним,58.8,1,3,0
37417,руль,s,43.3,99,94,1481,рул,58.7,5,3,0
37409,рулевой,a,4.8,79,87,264,рул,58.7,3,3,0
37413,рулить,v,2.8,77,89,188,рул,58.7,4,3,0
6272,вырулить,v,1.4,63,89,112,рул,58.7,4,3,0
6271,выруливать,v,1.0,46,85,71,рул,58.7,4,3,0
29680,подрулить,v,0.8,34,82,54,рул,58.7,4,3,0
31155,порулить,v,0.8,46,86,66,рул,58.7,4,3,0
35779,разрулить,v,0.5,25,79,36,рул,58.7,2,4,0
11891,зарулить,v,0.4,27,81,28,рул,58.7,3,3,0
29679,подруливать,v,0.4,27,82,30,рул,58.7,4,3,0
15956,конференция,s,57.9,100,90,1886,конференци,58.6,3,3,0
4909,волк,s,36.1,100,91,1005,волк,58.5,5,2,0
4952,волчий,a,7.6,95,91,376,волк,58.5,4,2,0
4954,волчок,s,2.4,71,89,129,волк,58.5,4,3,0
4951,волчара,s,2.1,14,9,18,волк,58.5,5,2,0
4953,волчица,s,1.7,57,83,84,волк,58.5,5,2,0
4955,волчонок,s,1.3,45,81,72,волк,58.5,5,4,0
28984,по-волчьи,adv,0.8,40,85,66,волк,58.5,3,2,0
48704,яйцо,s,40.2,99,93,1292,яич,58.4,5,3,0
48698,яичко,s,5.5,81,82,203,яич,58.4,4,3,0
48700,яичница,s,4.7,85,90,275,яич,58.4,5,4,0
48701,яичный,a,3.5,83,86,195,яич,58.4,3,3,0
48699,яичник,s,1.6,31,61,41,яич,58.4,4,3,0
17148,лавка,s,26.2,98,92,911,лав-1,58.3,4,3,0
32860,прилавок,s,17.0,100,93,808,лав-1,58.3,5,3,0
17149,лавочка,s,12.7,95,91,566,лав-1,58.3,5,3,0
17150,лавочник,s,1.6,60,84,96,лав-1,58.3,3,3,0
17157,лавчонка,s,0.8,39,84,55,лав-1,58.3,4,3,0
9719,драма,s,22.6,99,91,945,драм,58.2,2,2,0
9723,драматический,a,22.0,97,90,881,драм,58.2,2,2,0
9728,драматургия,s,6.4,74,87,287,драм,58.2,1,3,0
9720,драматизировать,v,1.1,63,89,95,драм,58.2,2,2,0
36923,репетиция,s,34.9,94,86,612,репет,58.0,3,3,0
36918,репетировать,v,14.9,86,87,404,репет,58.0,3,3,0
36920,репетитор,s,2.9,67,83,110,репет,58.0,3,3,0
36922,репетиционный,a,2.2,55,79,95,репет,58.0,1,3,0
26360,отрепетировать,v,1.7,63,87,105,репет,58.0,3,3,0
36919,репетироваться,v,0.5,23,76,28,репет,58.0,2,3,0
36921,репетиторство,s,0.5,25,78,29,репет,58.0,1,3,0
31065,порепетировать,v,0.4,26,81,31,репет,58.0,3,3,0
15921,контролировать,v,38.2,100,92,2286,контрол,57.6,2,3,0
15919,контролер,s,5.9,92,91,302,контрол,57.6,3,3,0
15922,контролироваться,v,4.9,78,90,398,контрол,57.6,1,3,0
29402,подконтрольный,a,2.6,68,89,208,контрол,57.6,1,3,0
22072,неконтролируемый,a,2.3,76,91,179,контрол,57.6,2,2,0
33902,проконтролировать,v,1.9,69,89,142,контрол,57.6,2,3,0
22420,неподконтрольный,a,0.8,43,87,60,контрол,57.6,1,2,0
7756,грамота,s,16.8,100,92,713,грамот,57.5,4,4,0
7760,грамотный,a,14.9,100,95,967,грамот,57.5,2,4,0
7758,грамотно,adv,7.7,96,93,580,грамот,57.5,1,4,0
21697,неграмотный,a,4.1,94,94,284,грамот,57.5,2,2,0
7759,грамотность,s,3.2,87,90,204,грамот,57.5,1,4,0
1716,безграмотный,a,2.8,89,92,210,грамот,57.5,2,1,0
1715,безграмотность,s,1.8,71,88,122,грамот,57.5,1,1,0
21696,неграмотность,s,1.3,61,86,93,грамот,57.5,1,1,0
7757,грамотей,s,0.7,35,80,47,грамот,57.5,2,3,0
17223,лампа,s,34.0,99,93,1050,ламп,57.3,5,3,0
17228,лампочка,s,21.7,97,93,905,ламп,57.3,5,3,0
17225,лампадка,s,1.0,46,86,68,ламп,57.3,4,3,0
17227,ламповый,a,0.6,32,71,39,ламп,57.3,2,4,0
31827,поэзия,s,57.3,99,90,1037,поэзи,57.3,2,4,0
7842,греческий,a,27.7,100,87,871,грек,57.2,1,3,0
7823,грек,s,14.7,99,89,543,грек,57.2,3,3,0
7839,грецкий,a,2.5,73,90,151,грек,57.2,2,3,0
7846,гречневый,a,2.4,80,89,161,грек,57.2,3,3,0
29113,по-гречески,adv,1.7,58,83,106,грек,57.2,1,3,0
7845,гречка,s,1.4,55,83,83,грек,57.2,5,3,0
7841,гречанка,s,0.7,43,84,48,грек,57.2,3,3,0
7843,гречиха,s,0.7,31,81,39,грек,57.2,3,3,0
7840,греча,s,0.5,9,24,9,грек,57.2,1,3,0
7844,гречишный,a,0.5,19,66,21,грек,57.2,5,3,0
46753,цитата,s,21.5,100,94,1025,цит,57.2,3,3,0
46755,цитировать,v,18.6,100,93,896,цит,57.2,4,3,0
34546,процитировать,v,6.8,98,93,433,цит,57.2,3,3,0
46756,цитироваться,v,2.9,61,85,174,цит,57.2,1,3,0
46754,цитирование,s,1.4,55,87,99,цит,57.2,1,3,0
39026,скандал,s,42.5,98,94,1854,скандал,57.0,3,1,0
39031,скандальный,a,7.9,97,91,582,скандал,57.0,2,1,0
39028,скандалить,v,3.0,74,90,194,скандал,57.0,3,1,0
39029,скандально,adv,1.2,53,88,99,скандал,57.0,1,2,0
39027,скандалист,s,0.7,40,85,58,скандал,57.0,2,1,0
31252,поскандалить,v,0.5,37,85,45,скандал,57.0,3,1,0
25547,оскандалиться,v,0.4,31,83,32,скандал,57.0,2,1,0
39030,скандальность,s,0.4,24,79,35,скандал,57.0,1,1,0
39032,скандальчик,s,0.4,25,75,29,скандал,57.0,3,1,0
30914,поперечный,a,14.7,95,62,432,перёк,56.8,3,3,0
44741,упрекать,v,11.5,98,95,670,перёк,56.8,2,2,0
1887,безупречный,a,9.9,99,94,639,перёк,56.8,2,5,0
44742,упрекнуть,v,6.6,92,93,415,перёк,56.8,2,2,0
1885,безупречно,adv,3.7,94,93,264,перёк,56.8,1,5,0
1876,безукоризненно,adv,2.9,80,91,199,перёк,56.8,1,5,0
28114,перечить,v,2.4,76,90,165,перёк,56.8,1,2,0
30974,попрекать,v,1.6,66,90,116,перёк,56.8,2,2,0
30912,поперечник,s,1.1,30,71,43,перёк,56.8,2,3,0
1886,безупречность,s,0.9,44,82,60,перёк,56.8,1,5,0
4414,влажный,a,23.9,100,93,1003,влаг,56.7,5,3,0
4395,влага,s,14.1,100,93,745,влаг,56.7,4,3,0
4413,влажность,s,7.2,85,86,400,влаг,56.7,2,3,0
43965,увлажнять,v,3.8,56,74,159,влаг,56.7,3,3,0
43962,увлажнение,s,2.0,42,76,97,влаг,56.7,2,3,0
4412,влажно,adv,1.7,51,86,120,влаг,56.7,3,3,0
43963,увлажнить,v,1.2,65,89,93,влаг,56.7,3,3,0
43964,увлажниться,v,0.6,32,83,46,влаг,56.7,3,3,0
4897,волглый,a,0.5,22,78,34,влаг,56.7,4,2,0
28968,повлажнеть,v,0.5,30,82,41,влаг,56.7,3,3,0
23719,обитатель,s,16.9,98,94,859,обит,56.7,3,3,0
23721,обитать,v,13.0,99,88,718,обит,56.7,2,3,0
23722,обитель,s,11.0,94,84,323,обит,56.7,4,3,0
23718,обитание,s,8.2,96,79,421,обит,56.7,2,3,0
22227,необитаемый,a,4.1,83,90,239,обит,56.7,3,2,0
23716,обитаемый,a,1.3,54,87,87,обит,56.7,3,3,0
23717,обиталище,s,1.3,60,88,102,обит,56.7,4,3,0
23720,обитательница,s,0.5,34,83,42,обит,56.7,3,3,0
42549,тенденция,s,54.7,95,89,2624,тенденци,56.7,1,3,0
42548,тенденциозный,a,1.5,59,87,104,тенденци,56.7,1,2,0
42547,тенденциозность,s,0.5,33,82,39,тенденци,56.7,1,2,0
