root,IPM
нигерий,0.8
нигил,5.4
нидерланд,1.4
ние,0.4
ниж,730.6
низ,21.2
ник,433.4
никавир,0.6
никел,11.4
никит,3.1
николаев,3.3
николь,0.5
никот,1.9
никотиновы,0.7
нимб,2.1
нимф,2.1
нимфе,0.5
нимфетк,1.4
ниндз,1.0
ниоб,0.7
нирван,1.4
ниспровергател,0.6
нисход,0.7
нисходящи,1.6
нит,51.8
нитр,2.8
нитрид,0.5
нитрит,1.3
нитя,0.7
ничтож,91.5
ниш,16.2
ништяк,0.7
нищ,46.3
но,45.1
нобели,11.3
нов,2063.5
новгород,10.3
новелл,6.6
новокаин,0.5
новост,2.4
ног,557.5
ноев,0.6
нож,2.2
ноздр,13.5
нокаут,2.0
ноктюрн,0.6
нол,39.7
ном,41.6
номенклатур,13.4
номер,205.3
номи,0.8
номин,19.9
номинант,1.0
номинир,0.9
нон,246.0
нонсенс,2.1
ноосфер,1.9
нор,17.4
норав,354.9
норвеж,7.4
норд,4.9
нориль,4.4
норк,1.7
норм,145.2
нормализ,1.3
нормаль,151.0
норманд,0.4
норманн,0.6
норматив,39.2
нормир,1.8
нос,19.1
нос-1,201.9
носител,4.2
ностальг,11.3
нот,8.4
нота,23.6
нотари,16.9
нотаци,2.1
ноу-хау,3.3
ноутбук,3.0
нохчи,0.7
ноч-2,555.0
ноябр,74.1
ну,1.8
нувориш,1.1
нуд,967.7
нукл,0.7
нуклеин,1.5
нуклеокапсид,1.0
нуклеопротеин,0.5
нуклеотид,8.8
нуклид,0.8
нумер,5.1
нур,9.5
нут,0.9
нутри,0.5
ныр,34.7
ныть,1.3
нью-йорк,7.7
ньюсмейк,0.4
ньютон,0.5
ньюфаундленд,0.5
ню,0.7
нюанс,9.6
нюн,0.4
нюрнберг,1.3
нюх,28.4
нян,21.0
о,0.8
оазис,3.3
об,5.7
обезьян,23.2
обелиск,3.3
обер,68.9
обертон,1.0
обес,1.7
обеспеч,3.1
обет,176.4
обид,205.9
обил,41.8
обин,2.1
обит,56.7
обихаж,0.8
обком,1.1
обл,4.9
облад,613.6
облак,114.8
облек,5.6
облигат,0.4
облигаци,15.9
облич,1.0
обмен,1.6
обня,1.7
обод,4.0
обоз,5.1
обон,3.7
обор,1.7
оборач,777.9
обормот,1.0
оборуд,1.7
образ,14.9
образован,3.8
образу,4.0
обрет,1.7
обреч,17.1
обрыд,0.7
обряд,3.3
обсерватор,3.4
обслуж,1.1
обструкци,0.6
обух,1.4
обухов,0.5
обходим,149.0
обшлаг,0.9
общ,2149.8
объедин,0.7
объект,208.6
объектив,69.0
объективн,1.0
объем,181.5
объемл,5.6
объяв,0.6
объят,0.6
обык,456.5
обыкнов,34.2
обычай,12.2
обь,0.4
обяз,440.6
ов,36.8
овал,4.9
оваль,8.3
оваци,5.3
овертайм,0.5
овёс,9.0
овин,0.5
овод,1.0
овощ,29.4
овраг,16.8
овул,1.4
оглоб,2.1
огн,209.3
ого,0.5
оголтел,2.3
огранич,0.8
огул,0.9
огур,23.9
од,9.9
одалиск,0.4
одежд,1.2
одеколон,6.6
одес,9.6
одесс,3.4
одет,0.8
один,748.4
одинак,0.5
одинцов,0.6
одиозн,2.2
одиссе,2.5
одобр,4.5
одол,0.5
одор,1.5
одр,1.4
одуванчик,4.5
оздоров,0.5
озер,60.1
озон,5.0
ойк,1.5
ойкумен,0.7
ок,462.5
ока,0.4
окази,2.0
океан,61.6
оккульт,2.1
оккуп,20.9
оклем,1.9
окль,11.3
околес,1.1
окс,0.9
оксид,6.4
оксидант,1.4
оксфорд,1.5
оксюморон,0.4
октав,1.5
октан,0.5
октябр,112.3
окул,2.0
окун,4.0
ол,0.5
олад,1.5
олеандр,0.4
олег,0.5
олен,23.6
олефин,0.4
олеш,3.6
олив,6.9
оливье,2.3
олиг,1.2
олигарх,38.4
олигомер,1.9
олимп,40.2
олин,0.9
олиф,0.8
олицетвор,8.6
олов,5.6
олонец,0.4
олух,1.3
ольг,1.2
ом,3.1
омар,4.0
омбудсмен,1.2
омега,1.9
омел,0.7
омлет,2.0
омон,2.4
омофор,0.4
омск,5.6
омул,0.7
онан,4.0
ондатр,1.3
онег,0.7
онегин,0.8
оникс,0.4
оним,27.1
онк,4.6
онлайн,1.3
оно,0.4
онт,8.5
оон,0.6
опас,0.4
опек,0.5
опер,363.0
оператор,1.1
операц,2.1
опи,3.4
опис,0.7
оплат,2.2
опоссум,0.4
оппозици,32.8
оппон,16.7
оппортун,1.6
определ,19.0
оприч,2.0
опрят,2.2
опт,38.1
оптим,81.4
оптин,2.0
опус,4.2
опци,2.4
опцион,0.4
опыт,1.9
опять,15.7
ор-1,73.2
ор-2,42.4
орав,2.4
оракул,2.7
орангутан,0.4
оранжев,16.3
оранжере,3.9
орат,0.7
оратор,10.4
оратори,1.5
орбит,19.2
орг,7.8
оргазм,7.6
орган,916.1
органайзер,0.5
органелл,0.5
организ,1.2
органолепт,1.2
орги,2.4
орд,5.8
орден,45.3
ордер,7.5
ордин,0.4
ординар,4.5
ординарн,6.2
ординат,3.1
орёл,27.7
оренбург,5.5
ореол,4.9
орех,25.4
оригин,0.5
оригинал,12.0
оригинальн,38.2
ориент,87.4
орк,0.6
оркестр,50.1
орлеан,0.4
орнамент,6.7
орнит,0.7
ортогон,0.5
ортодокс,5.3
ортопед,2.2
оруд,199.1
оруэлл,0.4
орфо,2.4
орфограф,1.1
орхиде,2.4
ос-1,4.1
ос-2,35.2
осанна,0.6
осво,0.5
осев,0.4
осёл,12.9
осен,110.1
осетин,4.2
осетр,4.8
осин,9.6
оскар,0.4
осман,1.8
осмотр,2.3
осн,2.7
оснащ,1.0
особ,3.3
осок,2.2
осокор,0.5
осп,4.0
ост,5.4
останкин,2.5
останов,4.1
остео,0.9
осто,2.5
остолоп,0.6
осторож,2.5
остракизм,0.8
остров,117.6
остыв,0.4
осущ,2.4
осцилл,1.7
отар,1.7
отвод,1.6
отдач,0.4
отдел,2.5
отель,33.1
отеческ,2.0
отит,0.5
отказ,2.2
откр,2.3
откуд,1.9
отлаг,0.6
отлуч,0.7
отнош,31.8
отнюд,43.5
отста,0.4
отчет,117.6
оферт,1.1
офис,39.8
офицер,140.4
офици,2.4
официал,1.8
официальн,136.7
официант,30.7
оформ,0.8
офорт,0.5
офтальм,1.4
оффшор,1.3
офшор,2.5
ох,9.5
охламон,0.4
охот,6.9
охотск,1.4
охр,1.0
охран,20.9
очаг,18.2
очар,3.8
очевид,0.5
очень,1290.9
очеред,6.5
очиток,0.7
очк,0.4
очут,16.8
ошиб,6.4
ошив,1.4
ошмет,1.6
ощут,228.3
оят,10.3
оять,3.3
п,112.3
па,3.9
па-1,1309.6
па-2,773.5
па(j)-3,13.5
па(j)-4,5.2
па(j)-5,18.0
паб,2.0
паблисити,0.4
пав,4.1
павелец,1.2
павиан,0.7
павильон,15.5
павлов,2.8
пагод,1.3
пагуб,0.7
паддок,1.3
падл,5.3
паз,3.1
пазд,316.6
пазух,8.9
пак,66.2
пакгауз,1.1
пакер,0.4
пакет,76.4
пакистан,2.1
пакл,1.1
пакост,6.2
пакт,4.0
пал-1,69.9
пал-2,47.8
пал-3,233.5
пал-4,54.6
палас,1.5
палат,105.3
палаццо,1.1
палач,14.0
палаш,0.5
пале,2.8
палев,1.0
палестин,13.3
палз,110.7
палисад,4.7
палитр,3.5
паллад,1.5
палом,7.6
палтус,0.4
пальм,16.3
пальт,51.2
пальто,0.5
памп,0.4
памперс,2.1
памфлет,1.5
памят,266.6
пан,11.3
панам,3.4
панаце,1.7
панда,1.1
пандем,1.9
пандус,0.8
панегир,0.7
панель,19.9
пани,2.3
панибрат,0.8
паник,24.7
паникадил,0.4
панихид,5.2
панк,4.0
панкис,0.9
панкреат,0.5
панна,0.4
панно,3.2
панноч,0.8
паноптикум,0.4
панорам,7.9
пансион,7.4
панталон,1.2
панталык,0.4
пантеон,2.4
пантер,2.1
пантомим,1.7
пантюхин,0.7
панцир,0.8
панцирь,3.8
пап,176.1
папарацц,0.6
папах,3.4
паперть,2.0
папик,0.5
папирос,23.1
папирус,2.0
папк,36.3
папорот,3.7
папуас,1.1
папье,0.6
папье-маше,1.3
пар,3.7
пар-1,122.8
пар-2,21.7
пар-3,554.3
пар-4,184.9
пар-5,148.2
пар-6,11.3
пара,0.8
парабеллум,1.4
парабол,1.0
парагвай,0.6
параграф,3.6
парад,33.8
парадигм,7.6
парадиз,0.5
парадокс,32.7
паразит,7.5
парализ,8.6
паралит,0.5
паралич,4.4
параллел,2.4
параллель,41.4
параметр,56.5
парандж,0.7
парано,0.7
параноид,0.6
параной,1.4
паранорм,0.4
парапет,2.9
парапсих,0.4
парасимпат,0.6
парафин,1.5
парафраз,0.6
парацетамол,0.4
параш,3.3
парашют,15.7
парвовирус,0.6
пардон,0.8
пардонн,1.7
парез,0.4
парен,10.0
парентер,1.1
паренхим,0.4
пари,4.2
париж,23.5
парик,7.2
парикмахер,15.5
парир,0.6
паритет,2.9
пария,0.6
парк,90.8
паркет,10.0
паркинг,1.4
парков,4.9
паркова,4.0
парламент,59.0
пармезан,0.4
паровоз,1.6
парод,2.7
пародий,8.6
пароксизм,0.8
пароль,5.8
паром,5.7
паропровод,0.7
паротит,2.2
пароход,3.7
парт,34.9
партайгеносс,0.4
партер,4.7
парти,262.8
партизан,22.8
партий,76.8
партикуляр,0.6
партитур,4.2
партнер,88.8
парубок,0.6
парус,23.0
парфюм,1.8
парфюмер,3.4
парх,13.9
пархат,0.5
парци,0.8
парч,2.2
парш,5.6
паршив,1.2
пас-2,812.0
пас-3,5.8
пасквиль,0.9
пасмур,1.2
паспорт,59.8
пасс,1.8
пассаж,10.6
пассажир,61.9
пассат,0.6
пассатиж,0.4
пассер,1.3
пасси,1.9
пассив,15.8
пассионар,1.0
паст,9.0
пастель,1.3
пастер,0.7
пастернак,1.4
пастил,0.7
пастор,6.0
пастораль,1.2
пасх,15.5
пасьянс,2.4
пат,39.0
патент,17.8
патер,0.4
патерик,0.6
патернал,1.3
патетик,1.4
патетич,3.3
патефон,3.8
патин,0.8
патио,1.0
патиссон,0.6
патл,1.6
патоген,2.5
патолог,0.9
патри,2.4
патриарх,42.2
патриарш,0.8
патриот,44.2
патриций,1.4
патрон,28.6
патронаж,1.4
патрул,2.7
патруль,12.9
пауз,49.6
паук,25.0
пафос,14.0
пах-1,223.8
пах-2,36.9
пах-3,5.5
пахан,2.8
пацан,20.7
пациент,39.9
пациф,2.1
паче,4.7
пачк,11.5
паш,1.1
пашн,0.8
паштет,2.0
паяс,1.1
паяц,1.0
пе,547.2
пев,0.4
пева,0.9
пег,2.3
пед,4.9
педагог,60.0
педал,0.5
педаль,8.6
педант,4.3
педераст,1.4
педиатр,2.4
педик,0.5
педикюр,0.9
педофил,1.5
пезн,0.6
пейджер,3.3
пейджинг,0.6
пейзаж,26.4
пейнтбол,0.5
пейс,0.8
пек,593.9
пекин,1.2
пект,0.4
пелен,13.4
пеленг,1.1
пелерин,0.5
пеликан,1.0
пелотон,0.6
пельмен,8.7
пемз,0.5
пен-1,25.5
пен-2,15.6
пен-3,7.2
пенал,1.6
пенальти,1.6
пенат,1.1
пендр,1.4
пенз,3.4
пенис,2.3
пенитенциар,1.0
пеницилл,1.5
пенополистирол,0.4
пенополиуретан,0.4
пенс,0.5
пенси,121.1
пенсильван,0.5
пенсне,4.0
пентаграм,0.6
пентиум,0.4
пентхаус,1.2
пенье,1.1
пеньк,0.9
пеньюар,0.9
пепел,29.6
пепси,3.2
пептид,5.1
пер,0.4
пер-2,49.7
перв,467.4
перверс,0.5
первоздан,4.3
пергамент,3.6
пергол,0.7
пердун,0.4
перебой,0.9
переброс,0.5
переверт,0.7
перевоз,1.9
перевозбужд,0.4
перегрет,0.8
перед,691.7
переда,4.3
передав,2.0
передат,0.8
передач,6.0
переделкин,1.2
передерг,2.7
передник,0.4
передоз,1.3
передых,0.6
пережит,3.1
перёк,56.8
перемен,8.0
перемышль,0.5
перенасел,0.5
перенос,8.0
перепел,1.4
переполох,3.0
перерабат,4.0
переработ,0.6
переработк,0.5
перестой,1.0
перестр,2.6
перестро,1.1
перец,17.0
пери,1.4
периметр,5.8
перинат,0.4
период,234.5
перипет,4.1
перитон,1.1
перифери,9.3
периферий,2.9
перифраз,0.8
перл,3.8
перламутр,5.7
перм,25.5
перманент,4.2
пермяк,4.9
пермяц,1.4
перов,0.5
пероксид,2.2
перораль,1.6
перпендикуляр,3.9
перрон,10.6
перс,11.5
персеверац,0.5
персептрон,0.4
персик,6.0
персистенц,0.5
персон,111.3
персонал,1.2
перспектив,118.2
перст,33.5
пертурб,0.6
перу,1.3
перф,0.7
перфор,1.4
перформанс,1.0
перх-1,4.3
перх-2,2.3
перцепт,1.1
пес,32.7
пес-1,82.5
пес-2,5.6
пессим,7.7
пест-1,2.1
пест-2,1.3
пестицид,2.0
пестр,31.7
петард,1.2
петел,27.9
петербург,38.0
петергоф,0.4
петит,0.4
петици,1.1
петлюр,0.8
петр,5.2
петров,8.2
петрозаводск,0.5
петропавловск,3.6
петрофиз,0.7
петруш,7.7
петуни,0.6
петьк,0.4
пех,149.5
печал,18.7
печат,344.0
печен,4.5
печенеж,0.7
печер,1.9
печор,1.4
пеш-2,23.6
пиал,1.5
пиан,13.1
пианино,7.6
пиар,9.2
пиастр,0.5
пивовар,1.4
пигалиц,0.7
пигмей,0.8
пигмент,3.9
пидарас,0.6
пиджак,38.1
пиджач,3.2
пидор,1.1
пиетет,1.4
пижам,5.2
пижм,0.4
пижон,4.5
пизан,0.5
пизд,2.3
пиит,0.4
пий,0.6
пик,34.3
пикантн,4.4
пикап,1.6
пике,0.4
пикет,4.0
пикник,4.1
пиксел,1.0
пикт,0.9
пил,36.1
пилигрим,0.9
пилинг,1.8
пилон,0.6
пилот,51.6
пилюль,2.7
пим,0.7
пинг,1.1
пингвин,3.9
пинкертон,0.7
пинск,0.5
пинцет,1.3
пион,2.3
пионер,31.4
пипед,0.8
пипетк,0.5
пипл,0.5
пирамид,19.5
пирамидон,0.4
пиран,1.5
пират,21.4
пиреней,0.4
пирит,0.4
пирог,35.7
пиролиз,0.8
пирс,3.9
пирсинг,0.5
пируэт,1.2
пис,2500.2
писк,16.1
писсуар,1.1
пистолет,63.0
пистон,0.6
письм,3.4
пит,349.6
пит-лейн,1.2
пит-стоп,2.1
питекантроп,0.7
питер,19.2
питон,1.0
пить,5.0
пифия,1.2
пихт,2.9
пицц,4.1
пищевар,2.6
пищевод,2.2
пла,292.2
плаги,1.8
плазм,10.2
плазмид,1.9
плак,181.0
плакат,21.9
плам,42.8
план,376.7
планет,65.0
планид,0.5
планк,8.4
планктон,0.8
плант,5.9
планшет,6.4
пласт,136.0
пластит,0.4
пластич,2.3
пластун,0.8
пластыр,2.7
плат,0.5
плат-1,538.9
плат-2,169.1
платан,1.4
платеж,2.7
платин,5.3
платиноид,0.4
плато,3.0
платон,3.9
платформ,26.6
плафон,1.9
плах,5.7
плац,4.2
плацдарм,4.6
плацебо,1.1
плацент,0.7
плацкарт,1.1
плач,0.9
плач-3,141.9
плащ,33.1
пле,71.2
плебей,2.0
плебисцит,0.5
плебс,0.5
плев,2.3
плев-2,8.3
плевр,1.3
плед,4.8
плеер,1.3
плей-офф,1.4
плейбой,1.9
плейер,0.9
плёк,261.3
плексиглас,0.5
плем,55.0
плен,1.4
плен-1,60.7
плен-2,38.6
пленар,3.3
пленум,17.1
пленэр,0.8
плес,1.0
плес-2,49.4
плесен,4.7
плеханов,0.4
плеш,5.9
плеяд,2.3
плик,1.5
плинтус,1.0
плит,50.9
плод,96.5
пломб,3.0
пломбир,0.8
плоск,280.1
плот,1.6
плот-2,217.8
плот-3,0.7
плоттер,0.6
плох,427.3
плош-2,53.8
плуг,4.2
плунжер,1.1
плут,4.7
плутон,1.7
плыв,1.0
плюгав,0.7
плюрал,3.4
плюс,26.9
плюс-минус,0.8
плюх,7.2
плюш-1,0.9
плюш-2,5.2
плющ-1,1.9
пляж,28.3
пляс,32.3
пневмат,2.4
пневмон,3.3
повад,1.0
повел,1.0
поветь,0.5
повидл,1.9
повин,5.3
поворот,3.9
поврежд,0.8
поган,11.1
погон,18.8
погран,2.5
погруж,0.5
под,2.4
под-1,0.4
под-2,5.7
подавл,1.2
подагр,0.9
подвиж,5.5
подвох,4.2
поддан,0.5
поддат,0.9
поди,10.9
подклет,0.4
подл,34.4
подлин,6.3
подоб,0.6
подобн,0.7
подобостраст,3.1
подольск,1.6
подраж,19.6
подраздел,2.4
подроб,38.8
подряд,0.6
подспорь,2.0
подтек,1.2
подчин,1.6
подшофе,0.4
подъ,2.2
подъем,50.7
поезд,1.4
поездк,0.4
пожар,6.0
пожароустойчив,0.6
поз,33.2
позвол,1.3
позвоноч,0.5
поздн,1.1
пози,0.5
позитив,24.5
позици,171.3
позиционир,4.6
познав,0.5
позор,1.8
позыв,0.8
пойнтер,0.5
пока-1,437.8
пока-2,214.9
показател,0.6
покаян,0.6
покер,1.7
покой,3.8
покор,15.1
покров,1.1
покровител,1.2
покровск,1.9
пол,2.7
пол-1,300.8
пол-2,285.1
пол-3,20.9
пол-5,851.3
поласк,8.8
полдник,0.6
полезн,8.9
полемиз,1.3
полемик,8.7
полемич,2.1
полен,7.9
поли,65.6
полиакриламид,0.6
полиамид,0.4
полив,0.6
поливитамин,0.5
полиглот,0.7
полиграф,5.9
поликарбонат,0.5
поликлиник,12.6
поликлонал,0.9
поликристаллич,0.4
полимер,0.5
полип,0.7
полиров,1.2
полирова,9.8
полис,4.7
полисмен,0.5
полит,602.7
политен,6.2
политур,0.5
полиц,5.6
полицей,31.1
полици,38.2
полишинель,0.4
полк,193.6
поллютант,0.4
поллюц,0.7
полн,1836.4
полномоч,63.2
поло,1.6
половец,0.7
полог,0.7
полож,17.7
полонез,0.6
полос,1.8
полос-1,96.2
полох,14.3
полоцк,0.6
полтав,1.1
полтергейст,0.6
полтин,4.1
полтор,3.4
полын,4.2
польз,16.6
полюс,17.7
поляр,24.3
помад,9.7
померанец,0.4
помет,2.8
помех,0.4
помидор,16.6
помкомвзвод,0.5
помоеч,0.4
помп,5.1
помпон,0.8
помреж,1.0
понг,1.1
пони,1.5
поним,6.8
пономар,0.7
понт,2.9
понтон,2.2
понур,2.2
пончик,1.5
пончо,0.6
понят,129.6
поощр,3.4
поп,22.6
попа,2.7
попад,5.3
поперек,6.3
попкорн,0.4
попрек,0.8
попс,1.3
попсов,0.6
попуга(j),11.8
популизм,1.1
популист,1.7
популяр,4.8
популярн,78.7
популяц,11.6
попурр,0.5
попут,8.8
пор,1.6
пор-1,440.3
пор-4,433.5
поражен,0.5
поражн,222.2
поразител,6.1
пораш,44.4
поребрик,0.6
порей,0.4
порн,7.9
порнух,1.4
порог,67.0
поролон,1.3
порос,11.3
порт,2.1
порт-1,17.2
порт-2,60.3
порт-3,131.6
портал,4.5
порталь,0.4
портативн,3.6
портвейн,6.7
портер,0.9
портик,1.2
портмоне,1.2
портрет,76.0
португал,1.3
португаль,2.6
портупей,2.0
портфель,33.0
портфолио,0.4
портье,2.4
портьер,3.8
порци,17.4
порывист,1.9
поряд,1.9
порядок,0.5
порядочн,2.6
посад,0.7
посев,1.2
посл,0.7
после,38.7
послед,2.4
последоват,14.4
последующ,1.6
послезавтр,0.4
поспеш,19.3
посредств,0.5
пост,2.4
пост-1,92.4
пост-2,87.7
постамент,3.4
постепен,92.4
постер,0.8
постиж,13.4
постоян,126.9
постул,7.7
посуда,0.7
посыл,0.8
пот,55.8
потапов,0.5
потемкин,1.0
потенци,42.6
потенциал,43.4
поток,2.4
потреблен,1.1
потрох,6.9
потсдам,0.6
потч,1.9
поул,0.7
похмел,0.6
походн,0.4
похож,71.2
почв,63.8
почему,0.4
почеч,19.8
почи,5.3
почт,72.3
почтальон,0.7
пошехон,1.1
пошл,0.4
пошлин,1.0
поэзи,57.3
поэм,26.3
поэт,195.9
поэтик,0.8
поэтич,0.5
пояс,53.0
прав,3998.4
правд,5.8
правдив,1.9
правдоподоб,0.8
правед,2.1
правильн,1.2
правительствен,2.2
правов,0.6
правоверн,1.9
правомер,7.1
правомерн,2.4
правомоч,2.9
православ,87.8
прагмат,10.9
праж,2.8
празднич,3.4
праздношат,0.4
прайм,0.5
праймер,5.0
прайс,1.5
практ,197.8
практик,2.8
практикант,2.0
практикум,1.0
практич,0.9
практическ,149.4
практичн,6.0
прапор,13.4
праст,793.3
прач,4.9
праш,2326.7
пращ,0.4
пре,5.5
преамбул,1.3
превал,2.0
превентив,2.0
превзойд,3.0
прево,1.0
превосход,6.1
преврат,1.1
предан,3.4
предатель,1.9
предвзя,1.4
предель,17.5
предикат,4.8
предлож,0.5
предмет,0.9
предостав,0.5
предостерег,1.0
предполож,4.6
предпочт,0.9
предпри,1.3
предприят,3.0
председ,4.9
предсказ,11.1
предсказуем,4.0
представ,2.1
представим,0.6
представител,3.7
представлен,0.5
предстател,2.1
предстоя,0.7
предстоятел,2.0
предупред,1.3
предупрежда,0.4
предусмотр,3.7
преждевремен,9.4
прежн,79.8
презент,17.7
презерватив,6.7
президент,370.1
президиум,26.5
презрител,9.8
презумп,7.9
преимуществен,22.9
прейскурант,2.3
преклон,1.2
прекослов,3.3
прекрасн,68.6
прекращ,2.4
прекурсор,0.5
прелест,0.9
прелюбоде,1.6
прелюди,3.3
прем,0.5
премен,43.2
преми,59.7
премир,1.2
премиум,0.4
премьер,103.4
пренатал,0.4
пренебреж,3.2
преображен,2.9
преосвящ,1.2
препар,53.5
препарат,0.5
препарир,1.3
препод,0.7
преподобн,0.4
прери,1.2
прерогатив,2.8
прерыв,1.1
прерывист,1.5
пресвитер,0.9
пресвят,5.2
пресн,5.2
преснен,0.7
пресновод,0.6
преспокой,2.5
пресс,106.6
прессинг,1.5
преставлени,0.5
престан,5.6
престиж,29.8
престол,0.5
преступ,1.5
прет,129.9
претенд,38.4
претенз,34.5
претенц,1.4
преувелич,1.6
префект,4.4
преферанс,2.4
преференц,1.8
прецедент,14.0
прецизион,0.6
при,11.5
прибав,3.2
прибалт,1.4
прибамб,0.9
приближ,0.8
приблиз,17.6
прибор,0.8
прибыл,1.5
приват,35.3
приватн,2.4
привет,10.7
приветлив,0.7
привилег,5.9
привилеги,10.7
привлек,0.5
привод,3.3
приволж,4.9
приволь,0.9
приворов,0.4
привык,1.7
привыч,16.8
приглуш,1.7
пригляд,0.5
придирч,2.7
приднестров,0.7
придум,1.8
придумк,1.0
приезж,0.5
прием,5.1
приемл,0.5
приемлем,0.4
приз,26.6
призм,4.2
призн,2.5
призов,4.0
призрач,0.5
призыв,1.8
приим,2.2
прикамск,0.5
прикид,1.0
приколь,2.2
прилеж,2.1
прилич,24.1
приложим,0.6
прилюд,2.5
примат,2.3
примен,4.2
примерз,1.2
примерн,107.8
примес,0.4
примет,0.7
примечател,5.9
примир,3.6
примитив,20.9
примула,0.6
примус,3.1
принадлеж,1.8
принарод,0.5
принош,3.0
принтер,5.3
принуд,1.6
принужд,0.4
принц,40.5
принцип,262.5
принят,6.7
приобрет,0.6
приобщ,1.2
прион,0.4
приоритет,13.7
приповерхност,1.0
природ,0.4
природовед,0.6
природопольз,3.6
присн,1.2
приснопамят,0.6
приспособ,0.9
пристав,4.6
присталь,14.4
пристег,1.0
пристой,1.8
пристойн,1.2
пристраст,0.5
присутств,0.5
присущ,0.5
притвор,1.8
приторн,2.1
приход,0.4
прихотл,0.6
прихотлив,0.4
прицель,0.8
причес,0.6
причин,0.9
причиндал,0.7
причинител,0.6
причудл,2.8
приязн,6.0
прият,91.7
приятел,2.6
приятель,63.5
приятн,127.0
проб,182.2
пробив,2.0
пробк,22.8
проблем,495.3
проблемат,0.4
пробуксов,0.9
пробуксовоч,0.4
провайд,1.8
провайдер,0.4
провал,1.6
провансал,0.4
провер,2.8
проверж,3.4
провиант,1.4
провиденц,0.4
провидч,0.6
провиз,1.9
провинци,46.0
провод,77.3
провозглаш,1.2
провок,4.4
провокац,15.3
провор,3.0
провоц,16.5
прогал,0.5
прогноз,67.5
прогност,1.2
программ,336.3
прогрев,0.6
прогресс,28.9
прогрессив,16.9
прод,0.4
продаж,0.9
продмаг,0.4
продолжит,0.4
продолн,0.4
продукт,165.2
продуктив,1.9
продукц,136.7
продуц,2.8
продуцент,0.8
продюсер,13.0
проект,280.1
проекц,5.1
проем,12.7
проец,2.3
прожект,1.2
прожектор,10.8
проз,46.7
проза,0.4
прозрач,1.9
производ,8.9
производител,2.8
производств,1.6
произволь,10.7
происход,3.9
происшед,2.0
прок,324.7
прокаж,1.1
проклам,1.0
проклят,3.2
прокофьев,0.5
прокруст,0.5
прокур,63.7
прокуратор,1.2
прокуратур,51.0
прокурор,3.7
пролет,7.9
пролетар,9.2
пролетари,8.2
пролетарий,4.6
пролит,1.7
пролифер,0.7
пролонг,1.7
пром,6.4
променад,0.9
промоут,0.7
промышлен,0.9
пронз,5.2
проник,3.2
прониц,1.0
пропаганд,37.5
пропан,0.4
пропеллер,1.6
пропорци,20.2
пропорцион,1.6
прорех,2.7
прос-2,1.1
проспект,30.4
простат,2.1
проститель,3.2
проститу,18.6
простор,2.6
простран,5.0
простраци,1.5
просфор,0.4
протеаз,1.0
протеж,1.5
протез,7.1
протеин,4.0
протект,3.7
протекци,3.8
протеол,0.5
протеолит,0.4
протест,45.0
протестант,8.1
против,542.3
противен,2.2
противореч,2.1
протокол,48.4
протоколь,3.8
протон,3.8
прототип,9.0
протуберанец,0.7
проф,32.7
профан,3.0
професс,119.2
професси,222.4
профил,1.4
профилакт,9.2
профилактик,14.2
профиль,39.1
профит,0.5
профицит,2.2
прохиндей,1.0
проход,2.6
процедур,66.7
процент,188.9
процесс,383.9
процесси,4.9
процессор,1.4
процессу,0.9
процессуал,33.8
прочн,0.4
пруг,100.2
пруд,31.2
прус,1.4
прусс,2.9
прут,19.3
прыг,137.5
прыс,17.4
прыт,3.2
пря-1,15.6
пря-2,7.8
пряг,158.4
прям,377.3
прямоугол,5.7
прян,13.3
прят,131.4
псалм,0.4
псалом,3.7
псалтыр,0.4
псалтырь,0.5
псевд,9.9
псевдо,0.5
псих,284.8
психе,0.5
психо,16.3
психоз,2.7
психолог,0.5
псков,6.3
псориаз,0.4
пт,132.5
птер,1.0
птих,0.9
птиц,5.8
птичь,0.5
пуант,0.6
пубертат,0.4
публик,211.3
публиц,12.0
публич,54.8
пуг,213.0
пугачев,1.4
пугов,23.7
пуд,7.7
пудел,2.6
пудинг,0.8
пудр,10.3
пуз,37.1
пузик,0.7
пук,39.2
пул,84.3
пулк,0.6
пуловер,0.6
пульвер,0.6
пульп,0.7
пульс,17.9
пульт,11.2
пум,0.6
пункт,155.5
пунктир,3.7
пункту,0.6
пунктуальн,1.9
пунцов,1.7
пунш,0.7
пуп,11.9
пупс,0.6
пург,5.3
пурген,0.4
пурим,0.5
пуритан,1.1
пурпур,3.6
пуск,1123.2
пуст,0.5
пуст-2,315.1
пустын,1.4
пут,12.0
пут-1,94.7
пут-2,515.3
путан,1.4
путешеств,31.6
путилов,0.5
путин,3.8
путч,5.0
пуф,1.6
пух,81.9
пушеч,28.9
пушкин,29.3
пчел,17.0
пшен,18.5
пшик,0.8
пыж-1,3.6
пыж-2,2.1
пыжик,0.5
пыл-1,31.7
пыл-2,102.1
пыр-1,0.5
пыр-2,1.0
пыт,962.7
пытл,1.5
пых,100.0
пыха,0.7
пыщ,1.1
пьедестал,6.5
пьес,82.1
пьян,4.1
пэ,1.5
пэр,0.6
пюпитр,1.3
пюре,3.7
пяд,2.4
пяст,9.8
пят,0.5
пят-1,109.0
пят-2,390.6
пятн,62.3
ра,8.8
ра(j)-2,33.7
раб,2784.6
рабби,1.1
раболеп,0.5
работ,18.2
рав,1140.3
раввин,5.3
равелин,0.6
равн,24.6
равновес,1.6
