Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane,ranking_score
3733,вера,s,165.1,100,90,2845,вер-1,1732.2,2,4,0,1069.553589
43190,трактор,s,22.9,100,92,653,трактор,33.3,5,3,0,1069.036675
31114,порошок,s,16.8,99,92,691,пораш,44.4,5,3,0,1068.27884
38717,серый,a,96.1,100,93,2202,сер-1,114.5,4,3,0,1067.140658
15438,колодец,s,23.9,97,75,646,колодез,25.2,5,4,0,1061.353484
15441,колокол,s,15.8,97,92,554,колокол,36.2,5,3,0,1059.789213
43505,тротуар,s,23.1,92,92,802,тротуар,23.9,5,3,0,1058.741489
37095,рисунок,s,179.2,100,76,2764,рис-2,278.4,4,4,0,1058.397708
23405,носорог,s,2.1,70,89,116,"нос-1,рог",253.8,5,3,0,1057.715899
28079,переулок,s,39.9,100,93,1227,ул-1,413.1,5,3,0,1056.769858
15959,конфета,s,19.6,97,92,747,конфет,24.3,5,5,0,1054.5596
15243,князь,s,86.0,100,81,1088,княг,119.1,4,3,0,1054.220059
39643,смена,s,65.1,100,96,2926,мен-1,1392.8,3,3,0,1053.908525
4324,витрина,s,19.0,98,94,815,витрин,19.0,5,3,0,1047.5
38568,семечко,s,6.9,93,91,373,сем-3,49.0,5,4,0,1045.968739
41007,стадион,s,17.6,98,91,712,стадион,17.6,5,3,0,1044
19914,мочалка,s,2.2,73,89,145,мач-2,135.5,5,3,0,1043.163932
20040,муравей,s,12.1,92,81,343,мурав,24.6,5,3,0,1043.132065
36945,ресница,s,16.4,93,90,611,реснит,18.1,5,3,0,1043.072613
46912,челюсть,s,17.1,97,90,652,челюст,17.1,5,3,0,1042.75
28988,поворот,s,55.3,100,96,1993,ворач,847.8,4,3,0,1041.314026
16055,копилка,s,2.2,74,87,151,кап-3,118.8,5,4,0,1040.416581
41649,ступень,s,31.8,100,94,1229,ступ-1,1467.4,4,3,0,1040.042359
29390,подкова,s,3.7,80,90,195,ков,67.9,5,4,0,1039.625591
5043,воробей,s,14.5,95,72,454,вороб,17.0,5,4,0,1039.250796
46722,цилиндр,s,12.5,95,91,487,цилиндр,19.4,5,3,0,1038.931029
47723,шоколад,s,10.9,95,93,524,шоколад,22.1,5,4,0,1038.801579
2297,бинокль,s,10.6,91,88,343,"бин,окль",21.9,5,3,0,1038.090353
41173,стебель,s,13.3,94,82,475,стеб,16.0,5,3,0,1036.469165
18135,лягушка,s,10.5,96,92,445,ляг,18.6,5,3,0,1034.937444
34929,пшеница,s,10.4,98,90,376,пшен,18.5,5,3,0,1034.677082
16378,кошелек,s,11.4,93,93,639,кошел,16.4,5,3,0,1034.183329
2541,блокнот,s,12.8,92,91,493,блокнот,13.9,5,3,0,1033.346664
27057,парашют,s,9.9,93,90,313,парашют,15.7,5,4,0,1031.167892
10016,дышать,v,64.4,99,93,1869,дых,320.3,4,3,0,1030.866429
3737,верблюд,s,11.2,95,83,366,верблюд,12.8,5,3,0,1029.933259
16338,котлета,s,11.2,97,92,490,котлет,12.5,5,4,0,1029.580399
17910,лопасть,s,11.5,74,24,138,лопаст,11.5,5,3,0,1028.75
19812,морковь,s,8.8,93,78,313,морков,14.9,5,4,0,1028.62691
23186,низкий,a,160.7,100,95,6091,ниж,730.6,3,3,0,1027.942985
30996,попугай,s,10.0,96,82,337,попуга(j),11.8,5,4,0,1027.156951
40702,спираль,s,9.5,99,88,398,спираль,11.9,5,3,0,1026.581243
41637,стук,s,23.5,95,92,893,тук-1,136.0,4,3,0,1026.132704
15027,клавиша,s,10.1,94,91,433,клавиш,10.6,5,3,0,1025.867451
5065,воронка,s,9.1,91,87,359,ворон-2,11.7,5,3,0,1025.796075
42295,тапочка,s,9.4,86,91,452,тапоч,9.4,5,3,0,1023.5
19996,музей,s,87.0,100,93,2254,музей,97.4,4,4,0,1022.186359
40191,соловей,s,7.9,96,89,349,солов-1,8.9,5,4,0,1020.962765
3159,булочка,s,4.7,83,90,239,булк,14.7,5,5,0,1020.780099
42992,тоннель,s,8.3,91,90,374,тоннель,8.3,5,3,0,1020.75
38281,связь,s,346.1,100,91,9592,вяж,982.8,2,3,0,1020.637268
8804,джунгли,s,8.2,93,88,377,джунгл,8.2,5,3,0,1020.5
14144,кабачок,s,4.2,84,85,171,"кабак,кабач-2",15.2,5,3,0,1019.974984
25740,острый,a,85.1,100,97,3134,вастр,230.0,4,3,0,1019.710615
8511,дельфин,s,7.6,80,72,182,дельфин,8.1,5,4,0,1019.615045
2893,браслет,s,6.7,91,89,290,браслет,7.1,5,4,0,1017.242752
14471,караван,s,6.2,87,87,262,караван,6.9,5,3,0,1016.351605
38410,север,s,47.0,100,95,1761,север,173.7,4,3,0,1016.240059
13433,индейка,s,1.9,59,84,97,инд-1,21.6,5,3,0,1016.015617
37264,ромашка,s,6.4,97,91,341,ромаш,6.4,5,4,0,1016
17461,лепешка,s,6.0,87,91,312,лепеш,6.0,5,3,0,1015
47363,шампунь,s,6.0,83,73,193,шампунь,6.0,5,3,0,1015
3152,булавка,s,4.9,87,89,270,булав,6.2,5,3,0,1013.779514
32986,принтер,s,5.3,87,76,214,принтер,5.3,5,3,0,1013.25
16914,кукушка,s,4.6,82,87,201,куку,5.7,5,3,0,1012.801367
14463,капюшон,s,5.0,77,88,225,капюшон,5.0,5,3,0,1012.5
43770,тюльпан,s,5.0,82,85,234,тюльпан,5.0,5,4,0,1012.5
37434,русалка,s,4.2,80,87,177,русал,5.4,5,4,0,1011.905881
48794,ящерица,s,3.6,77,74,158,ящер,6.0,5,3,0,1011.61895
351,айсберг,s,4.2,88,87,216,айсберг,4.2,5,3,0,1010.5
17430,ленивец,s,0.4,28,82,34,лен-1,42.4,5,4,0,1010.29563
28399,пингвин,s,3.9,70,78,125,пингвин,3.9,5,4,0,1009.75
20,абрикос,s,3.3,72,80,139,абрикос,4.5,5,4,0,1009.633924
26991,панцирь,s,3.8,88,90,220,панцирь,3.8,5,3,0,1009.5
400,акробат,s,2.5,63,80,115,акробат,4.9,5,4,0,1008.75
26917,палитра,s,3.5,81,91,265,палитр,3.5,5,3,0,1008.75
13396,имя,s,401.7,100,97,9402,им-2,499.7,2,3,0,1008.064007
19268,миндаль,s,2.2,62,87,109,миндал,4.6,5,4,0,1007.952987
1616,бегемот,s,3.0,74,87,159,бегемот,3.0,5,3,0,1007.5
25454,орхидея,s,2.4,73,88,130,орхиде,2.4,5,4,0,1006
14827,кенгуру,s,2.1,62,85,98,кенгуру,2.1,5,3,0,1005.25
26987,пантера,s,2.1,60,70,102,пантер,2.1,5,3,0,1005.25
46743,циркуль,s,1.5,53,84,87,циркуль,2.0,5,3,0,1004.330127
27383,пеликан,s,1.0,36,73,46,пеликан,1.0,5,3,0,1002.5
28413,пипетка,s,0.5,33,84,39,пипетк,0.5,5,3,0,1001.25
18727,мед,s,18.5,100,92,788,мед-2,26.0,4,3,0,998.692705
42272,танец,s,54.1,100,89,1464,танец,124.4,4,4,0,987.128874
14349,канал,s,71.5,100,91,2364,канал,92.3,4,3,0,984.329496
45691,флот,s,41.0,99,90,1054,флот,49.7,4,3,0,980.563562
14552,карман,s,120.5,100,92,2500,карман,132.4,4,3,0,978.929809
48680,ядро,s,25.8,98,79,785,ядер,77.3,4,3,0,978.632136
48718,яма,s,30.2,98,93,1030,ям-1,39.2,5,2,0,977.415696
44263,ужин,s,36.5,98,94,1231,ужин,52.3,4,4,0,974.766129
36965,ресторан,s,79.3,100,94,1915,ресторан,92.0,5,4,0,970.828569
48560,эхо,s,15.0,99,94,740,эх,15.7,4,3,0,969.057042
38156,светофор,s,8.0,90,91,426,"свес,фор",864.7,5,3,0,966.344221
47586,шип,s,6.8,87,62,229,шип-1,31.1,4,3,0,965.440584
20010,мука,s,40.2,99,94,1406,мук-2,42.5,4,3,0,965.336021
16311,кость,s,58.5,100,83,1523,кащ,93.8,4,3,0,959.267092
17427,лен,s,11.5,94,65,257,лен,11.5,4,3,0,951.75
35031,пятка,s,13.1,99,93,654,пят-2,390.6,4,3,0,950.362807
23404,носок,s,25.2,99,93,952,нос-1,201.9,4,3,0,949.652819
34949,пыль,s,53.5,100,92,1609,пыл-2,102.1,5,2,0,947.815425
26659,офис,s,34.1,99,91,1420,офис,39.8,4,3,0,947.359696
41128,старый,a,368.5,100,96,7242,стар,1080.4,3,2,0,946.460063
46879,чек,s,9.4,94,87,354,чек-2,11.0,4,3,0,945.758606
17851,лодка,s,62.9,99,90,1199,лад-2,78.2,4,3,0,945.469051
16915,кулак,s,62.5,98,92,1543,кулак,76.0,4,3,0,941.220853
2494,блеск,s,29.7,99,95,1211,блес,159.9,4,3,0,941.196222
4651,водоросль,s,8.8,91,80,333,"вод-2,рас",2090.1,5,3,0,937.335617
42362,твердый,a,59.5,100,95,2289,тверд,508.3,4,3,0,934.768976
17000,купить,v,192.7,100,94,5092,куп-1,503.1,3,4,0,934.091179
8977,диск,s,26.3,99,92,1055,диск,41.6,4,3,0,932.307521
29967,поза,s,29.8,99,94,1084,поз,33.2,4,3,0,925.816374
33802,прозрачный,a,46.0,100,96,1950,зар,1017.3,5,3,0,924.485054
46104,хвост,s,55.4,100,93,1581,хвост,68.4,4,3,0,915.452222
47508,шепот,s,27.0,98,90,880,шеп,136.1,4,3,0,912.167563
39435,слеза,s,114.2,100,93,2390,слез,127.4,5,2,0,911.084243
18884,мельница,s,10.5,96,88,393,мал-4,224.9,5,3,0,897.189506
14484,карандаш,s,46.6,100,82,925,карандаш,50.0,5,3,0,896.540147
38893,синий,a,82.8,100,93,2010,син,152.2,5,2,0,896.45385
35038,пятно,s,50.1,100,93,1538,пятн,62.3,4,3,0,895.537893
37369,руда,s,16.0,88,79,342,руд,34.9,4,3,0,894.521955
10003,дыра,s,31.6,98,92,1117,дыр,69.9,5,2,0,893.996596
4909,волк,s,36.1,100,91,1005,волк,58.5,5,2,0,891.909738
25849,отвертка,s,2.4,77,91,148,вер-2,831.3,5,3,0,889.333532
19199,микрофон,s,16.3,94,93,617,фон,116.6,5,3,0,887.191284
10345,желтый,a,78.1,100,94,2036,желт,117.2,4,3,0,887.018954
6863,генерал,s,140.0,100,92,1951,генерал,169.7,4,3,0,885.340758
19094,метро,s,48.9,99,95,1611,метро,56.4,4,3,0,883.806991
48728,январь,s,91.9,100,92,3883,январ,95.6,4,3,0,881.195235
42930,толпа,s,96.7,100,94,2128,толп,109.2,5,2,0,879.830191
12482,зеленый,a,124.4,100,95,3278,зел,185.5,4,4,0,879.771313
20202,мять,v,4.7,82,90,307,мин-2,70.1,4,3,0,872.605234
31764,почта,s,33.0,100,95,1448,почт,72.3,4,3,0,870.959864
28892,повар,s,13.3,96,92,522,вар-1,173.2,4,3,0,867.983958
37375,ружье,s,28.3,96,90,808,руж,322.9,5,2,0,867.288193
47578,шина,s,15.3,98,89,532,шин,17.9,4,3,0,866.196072
898,апрель,s,86.2,100,92,3469,апрел,91.0,4,3,0,865.702465
27228,пастух,s,9.6,94,90,363,пас-2,812.0,4,3,0,864.871289
25776,осьминог,s,1.7,54,81,79,"восем,ног",575.1,5,3,0,862.53543
20096,муха,s,27.1,99,87,877,мух,34.4,5,2,0,861.065211
12616,змея,s,20.5,99,93,736,зм,43.6,5,2,0,859.792976
37930,сахар,s,38.1,100,88,1145,сахар,53.5,4,4,0,858.018314
10435,живот,s,65.6,99,92,1567,жи,3660.6,2,4,0,857.563141
23498,няня,s,9.2,91,86,309,нян,21.0,4,4,0,855.598561
30446,половник,s,0.9,42,83,57,пол-5,851.3,5,3,0,855.359552
7223,глубокий,a,137.3,100,96,4406,глуб,375.8,4,3,0,854.300958
42460,телескоп,s,3.8,72,83,163,"теле,скоп",193.8,5,3,0,854.274856
2984,бровь,s,41.6,98,91,1080,бров,46.1,4,3,0,853.272829
982,арка,s,12.9,97,90,507,ар,13.6,4,3,0,852.981506
28204,перчатка,s,19.8,96,93,795,перст,33.5,5,3,0,851.509222
33459,пробирка,s,3.4,79,85,186,проб,182.2,5,3,0,849.77871
42418,телевизор,s,72.3,100,94,2251,телевиз,100.0,5,3,0,848.801462
1601,башня,s,39.4,100,92,1124,башен,45.6,4,3,0,848.353766
15175,клубника,s,4.5,86,90,247,клуб-1,129.2,5,4,0,848.224475
18932,меню,s,11.4,99,94,597,меню,11.4,4,3,0,845.6
34774,пуговица,s,19.8,99,91,806,пугов,23.7,5,3,0,843.32482
40471,соус,s,10.8,94,87,405,соус,10.8,4,4,0,843.2
42159,таблетка,s,21.2,100,91,711,таблетк,21.7,5,3,0,842.897086
16642,кристалл,s,15.7,96,80,526,кристалл,29.1,5,4,0,842.749035
15316,коза,s,16.2,99,89,547,коз,26.8,5,2,0,841.673013
19898,мотоцикл,s,18.4,96,91,607,мотоцикл,22.7,5,3,0,840.874442
23611,обезьяна,s,17.4,98,92,622,обезьян,23.2,5,3,0,840.183579
46110,хвоя,s,6.4,87,88,285,хво(j),15.5,4,3,0,839.839679
12795,игла,s,14.3,99,94,673,игл,27.4,5,2,0,839.588887
15691,компьютер,s,63.2,100,94,2114,компьютер,100.4,5,3,0,839.400215
31185,порядок,s,307.6,100,89,8151,ряд,1459.4,2,4,0,837.510672
6844,гель,s,9.0,71,74,248,гель,9.4,4,3,0,836.791303
17148,лавка,s,26.2,98,92,911,лав-1,58.3,4,3,0,836.789565
6956,герб,s,7.7,95,88,376,герб,10.9,4,3,0,836.645327
28416,пирамида,s,16.0,99,91,644,пирамид,19.5,5,3,0,835.327043
14641,кастрюля,s,15.9,96,90,583,кастрюл,18.6,5,3,0,834.394186
46949,черепаха,s,6.3,85,88,263,череп,45.5,5,4,0,833.861483
14790,квас,s,5.0,80,89,226,квас,13.8,4,4,0,833.226495
28454,писк,s,4.2,83,91,288,писк,16.1,4,3,0,832.892552
37558,рябь,s,3.4,76,89,211,ряб,19.7,4,3,0,832.736524
35886,раковина,s,13.9,96,89,535,рак-1,19.2,5,3,0,832.672925
27298,паук,s,9.9,93,71,294,паук,25.0,5,2,0,831.464265
44804,урна,s,7.8,94,93,375,урн,7.8,4,3,0,831.2
7116,гипс,s,5.5,90,88,256,гипс,10.8,4,3,0,830.828558
28386,пилот,s,26.9,96,90,717,пилот,51.6,4,3,0,830.397431
18702,маяк,s,8.5,95,85,362,ма-2,25.8,5,2,0,829.617562
5096,воск,s,5.2,92,89,268,ващ,10.2,4,3,0,829.131426
45406,фарш,s,6.0,67,77,179,фарш,8.6,4,3,0,828.733256
43636,тумбочка,s,12.1,91,90,469,тумб,16.6,5,3,0,828.345017
4253,виноград,s,10.4,99,92,476,виноград,19.1,5,4,0,828.187941
36461,расческа,s,2.9,71,89,161,чес-1,68.1,5,3,0,828.106227
38627,сера,s,4.0,79,83,192,сер-2,12.1,4,3,0,827.828043
24422,овес,s,5.3,85,88,211,овёс,9.0,4,3,0,827.626075
39048,скатерть,s,12.7,90,91,584,скатер,13.7,5,3,0,826.381054
28666,племя,s,23.1,99,92,838,плем,55.0,4,3,0,824.754258
37198,рожь,s,4.7,88,90,220,рж-2,7.8,4,3,0,824.219001
27418,пень,s,9.3,92,90,414,пен-2,15.6,5,2,0,824.089832
8086,гусеница,s,10.6,93,79,317,гусениц,13.1,5,3,0,823.567775
37644,салфетка,s,11.3,99,93,528,салфет,12.1,5,3,0,823.386321
2522,блик,s,5.4,88,91,312,блик,5.9,4,3,0,822.577865
2721,болт,s,5.1,88,87,243,болт-2,6.0,4,3,0,822.126907
17457,лепесток,s,9.5,97,91,413,лепест,9.5,5,4,0,819
859,апельсин,s,7.6,97,93,401,апельсин,11.5,5,4,0,818.697593
24415,овал,s,4.4,86,89,240,овал,4.9,4,3,0,818.573099
365,аквариум,s,8.3,95,90,371,аквариум,8.9,5,4,0,817.189532
16911,кукуруза,s,6.8,91,86,262,кукуруз,10.4,5,3,0,816.819037
27386,пельмень,s,8.0,96,87,289,пельмен,8.7,5,4,0,816.685323
19663,молоко,s,57.4,99,93,1729,млек,90.7,4,4,0,816.46159
36909,репа,s,2.6,68,86,147,реп-1,6.4,4,3,0,816.316862
3252,бутылка,s,117.1,99,92,2143,бутыл,136.5,4,3,0,816.071096
17267,ласточка,s,6.4,93,91,358,ласт-2,7.2,5,4,0,813.57645
41503,стрекоза,s,4.1,77,84,177,стрек-2,10.5,5,4,0,813.1225
47524,шершавый,a,5.8,85,89,359,шерш,5.8,5,3,0,811.6
15489,колыбель,s,4.5,88,91,286,колыб,7.0,5,4,0,811.224972
14602,карусель,s,5.5,90,90,272,карусель,5.5,5,4,0,811
47641,шкатулка,s,5.3,90,90,254,шкатул,5.7,5,4,0,810.992725
19056,метеорит,s,3.1,71,79,109,метеор,9.0,5,3,0,810.56409
14558,карнавал,s,5.1,84,90,258,карнавал,5.1,5,5,0,810.2
17142,лава,s,4.9,86,84,203,лава,4.9,5,2,0,809.8
8939,динозавр,s,3.1,77,90,186,"дино,завр",6.7,5,3,0,809.114823
39201,скорлупа,s,3.7,88,91,232,скорлуп,5.1,5,3,0,808.687923
27331,паяльник,s,1.3,50,82,69,па(j)-3,13.5,5,3,0,808.378544
37627,саксофон,s,3.6,67,68,119,саксофон,4.8,5,4,0,808.313844
1332,баклажан,s,4.0,61,71,108,баклажан,4.0,5,3,0,808
7118,гирлянда,s,3.9,94,93,259,гирлянд,3.9,5,4,0,807.8
19814,мороженое,s,18.8,97,90,608,мерз,200.9,5,5,0,807.54914
16518,креветка,s,3.7,70,87,157,кревет,3.7,5,3,0,807.4
37847,сандалия,s,3.5,73,87,182,сандали,3.5,5,3,0,807
18384,мандарин,s,3.1,83,89,150,мандарин,3.8,5,4,0,806.864401
14371,канистра,s,3.4,75,87,154,канистр,3.4,5,3,0,806.8
33422,прищепка,s,0.5,35,85,38,щеп,21.1,5,3,0,806.496153
360,акваланг,s,1.9,54,77,71,акваланг,2.8,5,3,0,804.613025
30482,полотенце,s,20.5,95,91,785,плат-2,169.1,5,3,0,803.035476
3185,бумеранг,s,1.5,52,83,92,бумеранг,1.5,5,3,0,803
18496,мармелад,s,1.3,47,78,66,мармелад,1.7,5,4,0,802.973214
776,антилопа,s,1.2,41,81,64,антилоп,1.2,5,3,0,802.4
45664,фламинго,s,0.5,30,82,39,фламинго,0.5,5,3,0,801
8094,густой,a,47.2,99,93,1436,густ,92.4,4,3,0,798.119964
41617,струя,s,20.3,99,93,839,стру(j),36.0,4,3,0,794.616595
43628,туман,s,42.9,100,92,1166,туман,66.4,5,2,0,793.40083
29186,подвал,s,33.5,98,93,1056,вал,484.8,5,2,0,791.159096
30812,понедельник,s,30.8,98,93,1474,де(j),5985.7,4,3,0,786.713902
38205,свист,s,11.9,94,92,575,свист,50.4,4,3,0,785.714993
42706,тесто,s,10.6,99,90,457,тест-1,55.0,4,3,0,784.508875
47172,чистый,a,159.0,100,97,4768,чист,429.2,3,3,0,783.699687
8228,двигать,v,14.3,99,96,820,дви,885.9,4,3,0,781.384634
43594,трясти,v,17.5,93,91,785,тряс,198.5,4,3,0,776.815582
42349,таять,v,11.8,95,93,667,та-2,36.1,4,3,0,772.23749
2235,бетон,s,11.3,94,89,482,бетон,37.2,4,3,0,771.75939
42762,течь,v,33.7,100,94,1370,тач-1,1017.0,4,2,0,770.258828
14693,катить,v,7.6,87,90,405,кат-1,419.2,4,3,0,769.331864
42838,тихий,a,107.3,100,94,2634,тих,444.6,3,4,0,764.456248
35863,район,s,187.8,100,93,5771,район,253.8,3,3,0,764.120141
3019,броня,s,8.1,94,86,321,брон,40.5,4,3,0,763.392527
45477,ферма,s,16.4,96,90,530,ферм,18.2,4,3,0,760.468008
16624,крик,s,72.4,99,94,1904,крик,445.2,4,2,0,759.068127
44131,удача,s,41.3,100,87,1541,да-1,4479.3,2,5,0,752.693472
15166,клоун,s,13.9,92,81,341,клоун,15.8,4,3,0,751.868536
18554,массаж,s,9.5,89,82,341,масс,269.4,4,4,0,751.768574
14593,картофель,s,12.3,98,86,478,картоф,63.0,5,3,0,748.714795
952,арена,s,13.5,96,92,706,арен,13.5,4,3,0,747.25
34912,пушка,s,24.6,99,91,747,пушеч,28.9,5,2,0,746.661052
2977,брить,v,3.4,79,91,207,бр-2,51.0,4,3,0,746.088502
34806,пульс,s,9.4,98,93,497,пульс,17.9,4,3,0,745.400275
3089,бугор,s,10.1,86,85,359,бугор,16.4,4,3,0,745.045422
3693,велосипед,s,23.1,99,93,842,велосипед,28.3,5,4,0,744.744252
37890,сарай,s,23.9,98,91,709,сара(j),27.3,5,2,0,744.701112
47435,шахматы,s,19.0,96,92,633,"шах,мат-1",501.2,4,3,0,743.962087
16005,концерт,s,90.2,99,89,1744,концерт,105.2,4,5,0,743.529259
29744,подсолнух,s,2.4,71,88,140,солн,248.5,5,5,0,742.737279
28254,петля,s,19.4,99,92,778,петел,27.9,5,2,0,740.713742
46453,хруст,s,6.1,80,89,354,хруст,21.0,4,3,0,739.613445
47733,шорох,s,10.9,88,90,532,шорох,10.9,4,3,0,738.15
42243,талия,s,10.6,92,91,483,тали,10.6,4,3,0,737.1
46331,холст,s,8.9,94,89,342,холст,12.2,4,3,0,736.470605
41010,стадо,s,18.6,98,93,730,стад,19.4,5,2,0,733.242631
42169,табуретка,s,14.6,89,89,551,табурет,22.6,5,3,0,731.788402
43674,турист,s,27.0,100,93,994,тур,69.7,4,4,0,730.142614
37652,салют,s,8.1,95,90,395,салют,8.8,4,4,0,729.549619
19191,микроскоп,s,6.0,93,87,278,"микро,скоп",46.4,5,3,0,729.199315
15532,комар,s,15.2,96,89,504,комар,17.8,5,2,0,728.785239
17188,лазер,s,4.8,70,81,161,лазер,13.9,4,3,0,728.588809
38948,сироп,s,7.6,81,52,192,сироп,8.2,4,4,0,727.630056
14260,календарь,s,15.0,100,93,779,календарь,15.0,5,3,0,726.25
3245,бутерброд,s,14.4,95,92,610,бутерброд,14.8,5,4,0,725.547603
10456,жидкий,a,23.0,100,92,1036,жид-2,75.8,4,3,0,725.262125
19156,мигать,v,7.3,85,90,424,мг,236.3,4,3,0,724.598997
19331,мираж,s,6.8,92,90,321,мираж,6.8,4,3,0,723.8
9096,длинный,a,170.1,100,94,3436,дл,491.4,3,3,0,722.786016
15948,конус,s,4.8,86,87,212,конус,6.9,4,3,0,720.142492
31939,праздник,s,115.0,100,95,3597,поражн,222.2,4,5,0,719.706115
45652,фишка,s,5.6,79,87,268,фишк,5.6,4,4,0,719.6
7217,глоток,s,15.8,94,90,656,глат,98.1,4,3,0,718.109356
446,акула,s,9.3,92,80,337,акул,9.9,5,2,0,716.791795
7439,гольф,s,4.5,75,82,172,гольф,4.9,4,3,0,716.4351
39155,сковорода,s,5.8,86,89,261,сковород,14.0,5,3,0,715.769432
47830,шторм,s,7.1,94,88,291,шторм,10.8,5,2,0,715.324245
1155,атлет,s,2.5,74,88,151,атлет,7.3,4,4,0,714.952007
17477,леска,s,4.0,68,86,144,лес-3,4.5,4,3,0,714.849242
8665,десна,s,3.6,81,90,187,дёсен,3.6,4,3,0,712.6
28676,пленка,s,34.9,99,92,1128,плен-2,38.6,4,3,0,710.110218
16726,кроссовок,s,2.8,72,89,178,кросс,10.4,5,3,0,709.443516
998,армия,s,186.4,100,92,3483,арм,224.4,4,2,0,707.908843
24682,одуванчик,s,4.5,87,90,221,одуванчик,4.5,5,4,0,707.875
48464,эскалатор,s,4.4,84,89,188,эскалатор,4.4,5,3,0,707.7
47752,шпала,s,4.0,85,90,212,шпал,4.0,5,2,0,707
42107,сыпать,v,6.6,89,92,407,соп-3,191.9,4,3,0,706.765444
14355,канарейка,s,2.9,55,74,97,канар,4.7,5,4,0,706.460795
9693,дочь,s,142.4,100,95,2662,доч,218.5,3,4,0,705.570974
5071,ворота,s,59.2,100,94,1618,ворот-2,79.3,5,2,0,702.775289
14957,кипеть,v,18.9,99,92,916,кип-1,61.2,4,3,0,702.029996
7831,грести,v,5.7,79,88,260,граб-1,194.0,4,3,0,699.760714
43759,тьма,s,39.5,97,90,1144,тем-2,561.7,4,2,0,697.907032
18362,мама,s,322.6,99,92,3198,мам,377.3,2,4,0,697.759213
31831,поэт,s,155.1,100,92,2049,поэт,195.9,3,4,0,697.241307
14998,кислый,a,11.3,98,94,605,кис-1,85.1,4,3,0,693.030479
41558,строитель,s,28.5,99,92,1317,стра,1345.0,4,3,0,692.627029
16174,короткий,a,175.6,100,93,4629,корач,680.2,3,3,0,691.21088
16739,крошка,s,13.5,97,88,580,крох,65.3,4,3,0,689.072723
10822,завтрак,s,28.3,97,94,1081,завтра,201.6,4,4,0,688.83326
47875,шум,s,66.9,100,95,2131,шум,156.4,4,2,0,680.151575
20001,музыка,s,175.7,100,94,3440,музык,292.1,3,4,0,679.630583
7907,громкий,a,45.9,100,95,1918,грем,447.2,5,2,0,679.088316
2253,библиотека,s,57.7,100,95,1759,"библи,тач-1",1101.0,4,3,0,678.070529
43001,топать,v,9.1,87,90,459,тап-1,73.3,4,3,0,677.480772
30286,ползти,v,22.7,96,91,813,палз,110.7,5,2,0,675.193101
7127,гитара,s,22.2,92,92,767,гитар,27.7,4,3,0,674.393951
16795,крутить,v,26.8,98,94,1232,крут,181.2,4,3,0,674.215384
34790,пузырь,s,16.1,100,90,691,пуз,37.1,4,3,0,673.319779
46977,чернила,s,10.5,95,88,449,черн,439.7,4,3,0,669.868515
47522,шерсть,s,16.9,99,94,715,шерст,30.5,4,3,0,668.110572
33462,пробка,s,21.3,100,93,892,пробк,22.8,4,3,0,666.111724
7369,голень,s,4.3,82,78,177,гал,108.1,4,3,0,664.67975
16891,кузнец,s,6.6,91,88,238,ков,67.9,4,4,0,663.507952
36753,резина,s,9.7,96,94,509,резин,37.4,4,3,0,657.140354
4629,водолаз,s,3.5,68,84,127,"лаз,вод-2",1115.3,4,3,0,656.195991
23477,нырять,v,8.7,93,91,466,ныр,34.7,4,3,0,652.124946
42558,теннис,s,12.4,86,59,379,теннис,23.4,4,4,0,651.10225
47026,чертеж,s,17.0,97,75,494,чертеж,17.0,4,3,0,651
47955,щелчок,s,6.3,87,89,345,щелк,42.2,4,3,0,648.915642
34673,прятать,v,26.9,98,93,1120,прят,131.4,4,3,0,648.632517
46917,чемпион,s,35.4,96,88,1212,чемпион,97.9,4,5,0,647.174641
2719,болото,s,25.3,100,93,907,болач,37.3,5,2,0,646.079307
15454,колонна,s,41.6,98,93,1185,колон,80.6,4,3,0,644.761873
46296,хоккей,s,11.7,83,77,346,хоккей,16.7,4,4,0,641.934592
3923,вешалка,s,8.8,91,90,449,вес-1,358.6,4,3,0,640.438599
19949,мрамор,s,8.1,95,93,426,мрамор,21.8,4,3,0,639.865022
40614,спектакль,s,164.7,100,88,1819,спектакль,165.8,4,4,0,639.185898
33369,причал,s,9.7,90,85,308,чал-1,16.5,4,3,0,637.953261
3009,бронза,s,6.7,95,93,408,бронз,21.9,4,3,0,636.339648
27193,паспорт,s,49.6,100,94,1461,паспорт,59.8,4,3,0,636.154324
26992,папа,s,143.4,100,91,2079,пап,176.1,3,5,0,635.644429
48789,ячейка,s,11.1,97,87,499,яче(j),11.8,4,3,0,634.333948
36724,режиссер,s,103.5,98,88,1848,режисс,132.0,4,4,0,633.769117
46210,хлопать,v,20.2,96,91,861,хлоп,141.6,4,3,0,633.704899
35177,радость,s,137.2,100,92,3583,рад-1,466.9,3,5,0,632.745407
8394,дед,s,110.1,100,91,1546,дед,177.7,3,3,0,629.433549
9715,дракон,s,16.6,97,85,431,дракон,18.8,5,2,0,626.498679
27350,педаль,s,8.6,93,93,439,педаль,8.6,4,3,0,625.8
39147,скобка,s,6.4,96,94,431,скоб,11.0,4,3,0,625.171412
7775,гранит,s,5.5,96,93,330,гранит,12.0,4,3,0,624.372115
24058,обочина,s,14.7,94,93,735,бок,168.3,4,3,0,624.348552
17070,курьер,s,6.8,93,90,284,курьер,8.1,4,3,0,622.26477
