Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane,final_ranking_score
17430,ленивец,s,0.4,28,82,34,лен-1,42.4,5,4,0,404.118252
10002,дыня,s,4.1,76,84,177,дын,4.1,5,4,0,404.1
45498,фиалка,s,3.7,81,88,167,фиалк,4.4,5,4,0,404.034848
675,ангар,s,3.5,74,81,146,ангар,4.6,5,3,0,404.012481
1332,баклажан,s,4.0,61,71,108,баклажан,4.0,5,3,0,404
7118,гирлянда,s,3.9,94,93,259,гирлянд,3.9,5,4,0,403.9
28399,пингвин,s,3.9,70,78,125,пингвин,3.9,5,4,0,403.9
43762,тюбик,s,3.9,78,81,186,тюбик,3.9,5,3,0,403.9
2347,бисер,s,3.2,82,91,212,бисер,4.7,5,4,0,403.878144
45589,фильм,s,196.8,100,88,3009,фильм,211.2,4,4,0,403.872902
20,абрикос,s,3.3,72,80,139,абрикос,4.5,5,4,0,403.85357
18144,лямка,s,3.8,85,92,239,лям,3.8,5,3,0,403.8
26991,панцирь,s,3.8,88,90,220,панцирь,3.8,5,3,0,403.8
1396,бамбук,s,2.6,75,88,142,бамбук,5.5,5,3,0,403.781534
46259,хобот,s,3.4,65,78,138,хобот,4.2,5,3,0,403.778889
24949,окунь,s,3.5,69,85,130,окун,4.0,5,3,0,403.741657
10411,жетон,s,3.4,69,69,120,жетон,4.1,5,3,0,403.733631
7894,гроздь,s,3.7,87,92,262,грозд,3.7,5,4,0,403.7
8162,дамба,s,3.7,73,84,151,дамб,3.7,5,3,0,403.7
16518,креветка,s,3.7,70,87,157,кревет,3.7,5,3,0,403.7
27008,папоротник,s,3.7,71,86,161,папорот,3.7,5,3,0,403.7
34994,пюре,s,3.7,73,80,149,пюре,3.7,5,3,0,403.7
14355,канарейка,s,2.9,55,74,97,канар,4.7,5,4,0,403.691883
28497,пицца,s,3.3,69,83,137,пицц,4.1,5,5,0,403.678315
41477,страус,s,3.1,71,82,130,страус,4.3,5,3,0,403.651027
658,ананас,s,3.6,83,90,185,ананас,3.6,5,4,0,403.6
15559,комета,s,3.6,76,88,185,комет,3.6,5,3,0,403.6
17943,лотос,s,3.6,77,89,160,лотос,3.6,5,4,0,403.6
2782,бордюр,s,3.4,80,85,199,бордюр,3.8,5,3,0,403.59444
48731,янтарь,s,2.3,71,84,118,янтар,5.6,5,4,0,403.588872
45456,фен,s,2.0,52,83,85,фен,6.4,5,3,0,403.577709
400,акробат,s,2.5,63,80,115,акробат,4.9,5,4,0,403.5
17579,лиана,s,3.5,75,85,152,лиан,3.5,5,3,0,403.5
26917,палитра,s,3.5,81,91,265,палитр,3.5,5,3,0,403.5
37847,сандалия,s,3.5,73,87,182,сандали,3.5,5,3,0,403.5
18384,мандарин,s,3.1,83,89,150,мандарин,3.8,5,4,0,403.4322
9429,домино,s,3.4,77,89,184,домино,3.4,5,3,0,403.4
14371,канистра,s,3.4,75,87,154,канистр,3.4,5,3,0,403.4
2577,бобер,s,2.6,64,76,96,бобёр,4.3,5,3,0,403.343651
23499,оазис,s,3.3,85,89,206,оазис,3.3,5,4,0,403.3
44418,улитка,s,3.0,79,88,167,улит,3.6,5,3,0,403.286335
33422,прищепка,s,0.5,35,85,38,щеп,21.1,5,3,0,403.248076
19805,морж,s,2.6,57,80,80,морж,4.0,5,3,0,403.224903
14130,йогурт,s,3.2,68,86,160,йогурт,3.2,5,3,0,403.2
19268,миндаль,s,2.2,62,87,109,миндал,4.6,5,4,0,403.181195
16087,коралл,s,2.3,69,80,98,коралл,4.3,5,4,0,403.144837
26849,павлин,s,2.4,70,80,115,пав,4.1,5,4,0,403.136877
348,аист,s,3.1,70,86,120,аист,3.1,5,3,0,403.1
10045,дятел,s,3.1,74,79,128,дятел,3.1,5,3,0,403.1
1616,бегемот,s,3.0,74,87,159,бегемот,3.0,5,3,0,403
45412,фасоль,s,3.0,72,83,137,фасол,3.0,5,3,0,403
6739,гамак,s,2.9,62,82,104,гамак,2.9,5,4,0,402.9
10235,жабра,s,2.9,53,58,103,жабер,2.9,5,3,0,402.9
17235,ландыш,s,2.9,75,86,162,ландыш,2.9,5,4,0,402.9
10504,жираф,s,2.6,70,86,125,жираф,3.1,5,3,0,402.839014
43768,тюлень,s,2.6,58,79,93,тюлен,3.0,5,3,0,402.792848
44408,улей,s,2.7,82,88,165,ул-2,2.7,5,3,0,402.7
20195,мята,s,2.2,70,88,135,мят-2,3.3,5,3,0,402.694439
9905,дупло,s,2.6,66,87,132,дупл,2.6,5,3,0,402.6
15350,кокон,s,2.5,75,80,130,кокон,2.5,5,3,0,402.5
25454,орхидея,s,2.4,73,88,130,орхиде,2.4,5,4,0,402.4
36703,редис,s,1.5,42,68,57,редис,3.8,5,3,0,402.387467
37265,ромб,s,1.8,62,88,110,ромб,3.1,5,3,0,402.362202
24973,олива,s,0.8,37,78,43,олив,6.9,5,4,0,402.349468
360,акваланг,s,1.9,54,77,71,акваланг,2.8,5,3,0,402.306513
17935,лосось,s,1.7,58,86,89,лосос,2.8,5,3,0,402.181742
14827,кенгуру,s,2.1,62,85,98,кенгуру,2.1,5,3,0,402.1
16497,кратер,s,2.1,66,87,97,кратер,2.1,5,3,0,402.1
26987,пантера,s,2.1,60,70,102,пантер,2.1,5,3,0,402.1
3496,вафля,s,1.5,47,70,70,вафел,2.9,5,4,0,402.085665
40448,сота,s,1.2,55,86,80,сот,3.5,5,3,0,402.04939
10034,дюна,s,2.0,61,86,109,дюн,2.0,5,3,0,402
12467,зебра,s,1.9,70,87,116,зебр,1.9,5,3,0,401.9
15071,клевер,s,1.8,63,86,107,клевер,1.8,5,4,0,401.8
15351,кокос,s,1.0,46,85,53,кокос,3.0,5,3,0,401.732051
46743,циркуль,s,1.5,53,84,87,циркуль,2.0,5,3,0,401.732051
46338,хомяк,s,1.1,45,82,56,хомяк,2.5,5,4,0,401.658312
1505,барсук,s,1.4,35,74,55,барсук,1.9,5,3,0,401.630951
3185,бумеранг,s,1.5,52,83,92,бумеранг,1.5,5,3,0,401.5
30856,пончик,s,1.5,40,64,50,пончик,1.5,5,4,0,401.5
18496,мармелад,s,1.3,47,78,66,мармелад,1.7,5,4,0,401.486607
2936,брелок,s,1.4,57,86,90,брелок,1.4,5,3,0,401.4
9776,дрель,s,1.4,45,79,63,дрель,1.4,5,3,0,401.4
38532,сельдь,s,1.4,60,88,97,селёд,1.4,5,3,0,401.4
6751,гантель,s,1.3,50,85,77,гантел,1.3,5,3,0,401.3
776,антилопа,s,1.2,41,81,64,антилоп,1.2,5,3,0,401.2
6949,гепард,s,1.2,25,59,31,гепард,1.2,5,3,0,401.2
7465,гонг,s,1.2,43,82,67,гонг,1.2,5,3,0,401.2
14814,кекс,s,1.1,47,83,71,кекс,1.1,5,4,0,401.1
18383,манго,s,1.1,35,82,54,манго,1.1,5,3,0,401.1
45611,финик,s,0.9,40,83,56,финик,1.3,5,3,0,401.081665
521,алоэ,s,1.0,35,69,44,алоэ,1.0,5,3,0,401
27383,пеликан,s,1.0,36,73,46,пеликан,1.0,5,3,0,401
10185,енот,s,0.9,38,76,52,енот,0.9,5,3,0,400.9
48594,юла,s,0.5,29,79,36,юл,1.6,5,3,0,400.894427
926,арахис,s,0.7,28,73,37,арахис,0.7,5,3,0,400.7
39017,скалка,s,0.7,42,86,54,скал-2,0.7,5,3,0,400.7
43642,тунец,s,0.7,27,71,32,тунец,0.7,5,3,0,400.7
1568,батут,s,0.5,30,75,37,батут,0.5,5,4,0,400.5
12539,зефир,s,0.5,37,84,40,зефир,0.5,5,4,0,400.5
28413,пипетка,s,0.5,33,84,39,пипетк,0.5,5,3,0,400.5
45664,фламинго,s,0.5,30,82,39,фламинго,0.5,5,3,0,400.5
15244,коала,s,0.4,15,63,16,коал,0.4,5,4,0,400.4
14568,карта,s,103.0,100,95,2632,карт,388.0,4,4,0,399.90998
44057,угол,s,168.1,100,95,3539,угл-1,234.8,4,3,0,398.67028
23322,новый,a,1217.5,100,96,21161,нов,2063.5,1,3,0,396.256802
41558,строитель,s,28.5,99,92,1317,стра,1345.0,4,3,0,395.786874
418,актер,s,114.4,99,87,1827,акт,328.9,4,4,0,393.974638
39680,смех,s,74.6,98,89,1816,сме-1,498.8,4,5,0,392.900181
23580,обед,s,69.7,100,95,1879,е-1,504.4,4,4,0,387.501147
47015,черный,a,337.5,100,95,5448,черн,439.7,3,3,0,385.225583
44441,улыбка,s,98.1,99,93,2015,лыб,342.7,4,5,0,383.354493
5375,врач,s,173.1,100,94,3401,врач,191.9,4,4,0,382.257757
42362,твердый,a,59.5,100,95,2289,тверд,508.3,4,3,0,373.90759
17691,лист,s,127.6,100,92,2933,лист,234.9,4,3,0,373.127814
10643,забор,s,48.3,99,92,1380,бер,2792.9,3,3,0,367.283365
40614,спектакль,s,164.7,100,88,1819,спектакль,165.8,4,4,0,365.249085
42613,теплый,a,104.0,100,95,3015,тепел,260.3,4,5,0,364.533279
4911,волна,s,95.4,100,95,2763,волн-1,268.8,4,3,0,360.135942
31939,праздник,s,115.0,100,95,3597,поражн,222.2,4,5,0,359.853058
40156,солдат,s,142.2,100,92,2170,солдат,172.3,4,3,0,356.528144
6863,генерал,s,140.0,100,92,1951,генерал,169.7,4,3,0,354.136303
12482,зеленый,a,124.4,100,95,3278,зел,185.5,4,4,0,351.908525
16174,короткий,a,175.6,100,93,4629,корач,680.2,3,3,0,345.60544
10016,дышать,v,64.4,99,93,1869,дых,320.3,4,3,0,343.622143
23186,низкий,a,160.7,100,95,6091,ниж,730.6,3,3,0,342.647662
41930,сухой,a,83.0,100,96,2529,сох-2,236.1,4,3,0,339.986785
25740,острый,a,85.1,100,97,3134,вастр,230.0,4,3,0,339.903538
48743,яркий,a,93.9,100,97,3664,яр-1,207.1,4,4,0,339.451389
6653,газ,s,101.0,100,90,2730,газ,182.8,4,3,0,335.877886
12739,зуб,s,116.0,100,93,2315,зуб,159.0,4,4,0,335.808689
31185,порядок,s,307.6,100,89,8151,ряд,1459.4,2,4,0,335.004269
15305,кожа,s,109.5,100,90,2319,кож,164.4,4,3,0,334.170787
3252,бутылка,s,117.1,99,92,2143,бутыл,136.5,4,3,0,326.428438
14552,карман,s,120.5,100,92,2500,карман,132.4,4,3,0,326.309936
46539,царь,s,74.7,100,88,1484,цар,207.1,4,3,0,324.379942
10044,дядя,s,107.5,100,90,1479,дяд,136.5,4,3,0,321.135255
1529,баскетбол,s,4.8,67,86,202,"баскет,бол-2",2916.3,4,3,0,318.314158
36724,режиссер,s,103.5,98,88,1848,режисс,132.0,4,4,0,316.884558
42566,тень,s,94.3,100,94,2393,тен,144.5,4,3,0,316.731958
7957,груз,s,45.7,99,91,1571,груж,294.1,4,3,0,315.93261
41128,старый,a,368.5,100,96,7242,стар,1080.4,3,2,0,315.486688
8228,двигать,v,14.3,99,96,820,дви,885.9,4,3,0,312.553854
28775,плыть,v,42.5,97,92,1241,пла,292.2,4,3,0,311.438324
17000,купить,v,192.7,100,94,5092,куп-1,503.1,3,4,0,311.363726
38717,серый,a,96.1,100,93,2202,сер-1,114.5,4,3,0,304.897331
4903,волейбол,s,3.7,80,88,222,"волейбол,бол-2",2911.6,4,3,0,303.792678
15243,князь,s,86.0,100,81,1088,княг,119.1,4,3,0,301.205731
39643,смена,s,65.1,100,96,2926,мен-1,1392.8,3,3,0,301.116722
47435,шахматы,s,19.0,96,92,633,"шах,мат-1",501.2,4,3,0,297.584835
16005,концерт,s,90.2,99,89,1744,концерт,105.2,4,5,0,297.411704
10345,желтый,a,78.1,100,94,2036,желт,117.2,4,3,0,295.672985
17367,лед,s,62.5,100,91,1477,лед-2,137.0,4,3,0,292.533778
19996,музей,s,87.0,100,93,2254,музей,97.4,4,4,0,292.053245
38281,связь,s,346.1,100,91,9592,вяж,982.8,2,3,0,291.610648
19593,мозг,s,84.5,100,92,2187,мозг-1,97.4,4,3,0,290.721001
38410,север,s,47.0,100,95,1761,север,173.7,4,3,0,290.354303
9096,длинный,a,170.1,100,94,3436,дл,491.4,3,3,0,289.114406
27228,пастух,s,9.6,94,90,363,пас-2,812.0,4,3,0,288.29043
1258,аэропорт,s,37.2,99,93,1182,"аэр,порт-3",208.6,4,3,0,288.090408
42731,тетя,s,64.5,95,90,907,тет,120.1,4,3,0,288.013919
12423,звон,s,24.4,97,92,896,зван,293.6,4,3,0,284.639471
42272,танец,s,54.1,100,89,1464,танец,124.4,4,4,0,282.036821
14349,канал,s,71.5,100,91,2364,канал,92.3,4,3,0,281.236999
17740,лить,v,10.4,97,93,568,ле(j),620.5,4,3,0,280.331812
14192,кадр,s,64.5,100,93,2440,кадр,89.9,4,3,0,276.148211
10822,завтрак,s,28.3,97,94,1081,завтра,201.6,4,4,0,275.533304
16311,кость,s,58.5,100,83,1523,кащ,93.8,4,3,0,274.076312
48576,юг,s,39.5,100,95,1663,юг,133.8,4,3,0,272.698693
19663,молоко,s,57.4,99,93,1729,млек,90.7,4,4,0,272.153863
7907,громкий,a,45.9,100,95,1918,грем,447.2,5,2,0,271.635326
35031,пятка,s,13.1,99,93,654,пят-2,390.6,4,3,0,271.53223
23404,носок,s,25.2,99,93,952,нос-1,201.9,4,3,0,271.329377
17851,лодка,s,62.9,99,90,1199,лад-2,78.2,4,3,0,270.134015
16795,крутить,v,26.8,98,94,1232,крут,181.2,4,3,0,269.686154
16915,кулак,s,62.5,98,92,1543,кулак,76.0,4,3,0,268.920244
2494,блеск,s,29.7,99,95,1211,блес,159.9,4,3,0,268.913206
46977,чернила,s,10.5,95,88,449,черн,439.7,4,3,0,267.947406
3733,вера,s,165.1,100,90,2845,вер-1,1732.2,2,4,0,267.388397
8094,густой,a,47.2,99,93,1436,густ,92.4,4,3,0,266.039988
29186,подвал,s,33.5,98,93,1056,вал,484.8,5,2,0,263.719699
4629,водолаз,s,3.5,68,84,127,"лаз,вод-2",1115.3,4,3,0,262.478396
46104,хвост,s,55.4,100,93,1581,хвост,68.4,4,3,0,261.557778
47172,чистый,a,159.0,100,97,4768,чист,429.2,3,3,0,261.233229
47508,шепот,s,27.0,98,90,880,шеп,136.1,4,3,0,260.619304
39435,слеза,s,114.2,100,93,2390,слез,127.4,5,2,0,260.309784
34318,простыня,s,18.2,94,91,660,праст,793.3,5,2,0,260.079239
34673,прятать,v,26.9,98,93,1120,прят,131.4,4,3,0,259.453007
43594,трясти,v,17.5,93,91,785,тряс,198.5,4,3,0,258.938527
46917,чемпион,s,35.4,96,88,1212,чемпион,97.9,4,5,0,258.869856
27014,пар,s,26.2,99,92,1049,пар-1,122.8,4,3,0,256.721777
41637,стук,s,23.5,95,92,893,тук-1,136.0,4,3,0,256.533176
14693,катить,v,7.6,87,90,405,кат-1,419.2,4,3,0,256.443955
3923,вешалка,s,8.8,91,90,449,вес-1,358.6,4,3,0,256.175439
38893,синий,a,82.8,100,93,2010,син,152.2,5,2,0,256.129671
35038,пятно,s,50.1,100,93,1538,пятн,62.3,4,3,0,255.867969
15854,конструктор,s,25.6,97,85,904,конструк,115.9,4,4,0,254.470542
27193,паспорт,s,49.6,100,94,1461,паспорт,59.8,4,3,0,254.46173
46210,хлопать,v,20.2,96,91,861,хлоп,141.6,4,3,0,253.48196
35177,радость,s,137.2,100,92,3583,рад-1,466.9,3,5,0,253.098163
19094,метро,s,48.9,99,95,1611,метро,56.4,4,3,0,252.516283
42930,толпа,s,96.7,100,94,2128,толп,109.2,5,2,0,251.380054
18554,массаж,s,9.5,89,82,341,масс,269.4,4,4,0,250.589525
24058,обочина,s,14.7,94,93,735,бок,168.3,4,3,0,249.739421
31764,почта,s,33.0,100,95,1448,почт,72.3,4,3,0,248.845675
28892,повар,s,13.3,96,92,522,вар-1,173.2,4,3,0,247.995416
7161,гладкий,a,23.9,99,94,1083,глад-1,95.6,4,4,0,247.8
37375,ружье,s,28.3,96,90,808,руж,322.9,5,2,0,247.796626
16124,коричневый,a,25.5,100,93,947,кор-1,88.7,4,3,0,247.558911
15513,ком,s,11.2,98,92,571,ком,185.2,4,3,0,245.543825
37930,сахар,s,38.1,100,88,1145,сахар,53.5,4,4,0,245.14809
45691,флот,s,41.0,99,90,1054,флот,49.7,4,3,0,245.140891
10435,живот,s,65.6,99,92,1567,жи,3660.6,2,4,0,245.01804
48680,ядро,s,25.8,98,79,785,ядер,77.3,4,3,0,244.658034
47985,щит,s,21.9,99,94,956,щит,350.5,5,2,0,243.80625
2984,бровь,s,41.6,98,91,1080,бров,46.1,4,3,0,243.792237
44263,ужин,s,36.5,98,94,1231,ужин,52.3,4,4,0,243.691532
43674,турист,s,27.0,100,93,994,тур,69.7,4,4,0,243.380871
1601,башня,s,39.4,100,92,1124,башен,45.6,4,3,0,242.38679
10456,жидкий,a,23.0,100,92,1036,жид-2,75.8,4,3,0,241.754042
7530,горизонт,s,33.7,100,95,1313,горизонт,51.4,4,3,0,241.619467
19156,мигать,v,7.3,85,90,424,мг,236.3,4,3,0,241.532999
20010,мука,s,40.2,99,94,1406,мук-2,42.5,4,3,0,241.334005
9991,дым,s,58.8,100,92,1491,дым-1,109.6,5,2,0,240.138759
7217,глоток,s,15.8,94,90,656,глат,98.1,4,3,0,239.369785
17148,лавка,s,26.2,98,92,911,лав-1,58.3,4,3,0,239.082733
46697,цех,s,37.9,98,94,1284,цех,39.8,4,3,0,238.838383
30374,полиция,s,38.2,99,93,1226,полици,38.2,4,3,0,238.2
46341,хор,s,35.1,99,94,1197,хор-2,41.2,4,4,0,238.027885
28386,пилот,s,26.9,96,90,717,пилот,51.6,4,3,0,237.256409
34949,пыль,s,53.5,100,92,1609,пыл-2,102.1,5,2,0,236.953856
26659,офис,s,34.1,99,91,1420,офис,39.8,4,3,0,236.839924
12714,зоопарк,s,12.4,98,90,484,"зоо,парк",109.3,4,4,0,236.814671
28676,пленка,s,34.9,99,92,1128,плен-2,38.6,4,3,0,236.703406
28666,племя,s,23.1,99,92,838,плем,55.0,4,3,0,235.644074
42107,сыпать,v,6.6,89,92,407,соп-3,191.9,4,3,0,235.588481
5071,ворота,s,59.2,100,94,1618,ворот-2,79.3,5,2,0,234.25843
14957,кипеть,v,18.9,99,92,916,кип-1,61.2,4,3,0,234.009999
7831,грести,v,5.7,79,88,260,граб-1,194.0,4,3,0,233.253571
8977,диск,s,26.3,99,92,1055,диск,41.6,4,3,0,233.07688
37042,решетка,s,29.0,100,95,1136,решет,36.5,4,3,0,232.534597
28749,плотник,s,7.2,91,89,328,плач-3,141.9,4,3,0,231.963729
29967,поза,s,29.8,99,94,1084,поз,33.2,4,3,0,231.454094
14998,кислый,a,11.3,98,94,605,кис-1,85.1,4,3,0,231.01016
16739,крошка,s,13.5,97,88,580,крох,65.3,4,3,0,229.690908
25554,осколок,s,20.4,98,93,858,кал-2,170.6,5,2,0,229.496779
1554,батарея,s,28.7,99,87,753,батаре,28.7,4,3,0,228.7
41617,струя,s,20.3,99,93,839,стру(j),36.0,4,3,0,227.033313
15720,конверт,s,25.4,97,92,820,конверт,28.6,4,3,0,226.952551
43628,туман,s,42.9,100,92,1166,туман,66.4,5,2,0,226.685951
20001,музыка,s,175.7,100,94,3440,музык,292.1,3,4,0,226.543528
43001,топать,v,9.1,87,90,459,тап-1,73.3,4,3,0,225.826924
26668,официант,s,20.7,93,85,497,официант,30.7,4,3,0,225.208927
30286,ползти,v,22.7,96,91,813,палз,110.7,5,2,0,225.064367
7127,гитара,s,22.2,92,92,767,гитар,27.7,4,3,0,224.797984
38205,свист,s,11.9,94,92,575,свист,50.4,4,3,0,224.489998
34790,пузырь,s,16.1,100,90,691,пуз,37.1,4,3,0,224.439926
42706,тесто,s,10.6,99,90,457,тест-1,55.0,4,3,0,224.145393
13396,имя,s,401.7,100,97,9402,им-2,499.7,2,3,0,224.014224
37369,руда,s,16.0,88,79,342,руд,34.9,4,3,0,223.630489
10003,дыра,s,31.6,98,92,1117,дыр,69.9,5,2,0,223.499149
4909,волк,s,36.1,100,91,1005,волк,58.5,5,2,0,222.977435
47522,шерсть,s,16.9,99,94,715,шерст,30.5,4,3,0,222.703524
33462,пробка,s,21.3,100,93,892,пробк,22.8,4,3,0,222.037241
18727,мед,s,18.5,100,92,788,мед-2,26.0,4,3,0,221.931712
7369,голень,s,4.3,82,78,177,гал,108.1,4,3,0,221.559917
16891,кузнец,s,6.6,91,88,238,ков,67.9,4,4,0,221.169317
42349,таять,v,11.8,95,93,667,та-2,36.1,4,3,0,220.639283
1448,барабан,s,15.7,99,91,593,барабан,27.1,4,3,0,220.626924
2235,бетон,s,11.3,94,89,482,бетон,37.2,4,3,0,220.502683
36753,резина,s,9.7,96,94,509,резин,37.4,4,3,0,219.046785
42838,тихий,a,107.3,100,94,2634,тих,444.6,3,4,0,218.416071
35863,район,s,187.8,100,93,5771,район,253.8,3,3,0,218.32004
16261,косметика,s,13.2,94,79,468,космет,25.2,4,4,0,218.238421
3019,броня,s,8.1,94,86,321,брон,40.5,4,3,0,218.112151
8970,дирижер,s,14.7,88,87,495,дириж,21.3,4,3,0,217.694915
23477,нырять,v,8.7,93,91,466,ныр,34.7,4,3,0,217.374982
